name,date,pop,n_leq5,total_cases,zips,cases_lag,totalcases_last,totalcases_last_max,rate_last,rate_last_max,rate_last_ci_upper,rate_last_ci_lower,school_opening_status
Spring Lake Park Public Schools,2020-08-20,140180,0,1934,"55014, 55432, 55434, 55448, 55449",1629,305,305,21.757740048509056,21.757740048509056,24.199595407710305,19.315884689307815,All Hybrid
Springfield Public School District,2020-08-20,11200,3,52,"56019, 56083, 56085, 56087, 56224, 56266",41,11,23,9.821428571428573,20.535714285714285,28.928419451511544,4.017335188306622,All In-Person
St. Anthony-New Brighton Schools,2020-08-20,107890,0,2168,"55112, 55413, 55418, 55421",1912,256,256,23.72787097970155,23.72787097970155,26.63453517471499,20.82120678468811,All Hybrid
St. Charles Public School District,2020-08-20,19140,3,85,"55910, 55923, 55929, 55949, 55964, 55972, 55979",71,14,26,7.3145245559038665,13.584117032392895,18.80568351444193,3.4829422789566746,All In-Person
St. Clair Public School District,2020-08-20,47905,1,972,"56001, 56024, 56037, 56048, 56065, 56078, 56080",846,126,130,26.30205615280242,27.137042062415194,31.801991093193426,21.70943629386687,All Hybrid
St. Cloud Public School District,2020-08-20,148880,1,3194,"55308, 55319, 55320, 55353, 55382, 56301, 56303, 56304, 56310, 56320, 56321, 56374, 56377, 56379, 56387",3043,151,155,10.142396560988715,10.411069317571197,12.050094251212917,8.524658568928585,Elem In-Person / HS Hybrid
St. Francis Public School District,2020-08-20,191430,0,1543,"55005, 55011, 55040, 55070, 55092, 55303, 55304, 55330, 55398",1270,273,273,14.261087603823853,14.261087603823853,15.952803365096498,12.569371842551206,Elem In-Person / HS Hybrid
St. James Public School District,2020-08-20,19515,5,451,"56019, 56041, 56056, 56060, 56062, 56081, 56085, 56088, 56120, 56160, 56162",346,105,125,53.80476556495004,64.05329233922623,75.28232958211527,43.5131829355466,All Distance
St. Louis-Northland in Nett Lake (7-12),2020-08-20,2968,1,13,"55771, 55772, 56639, 56653",8,5,9,16.846361185983827,30.32345013477089,50.13477088948787,2.0798745421172926,Elem In-Person / HS Hybrid
St. Louis County School District,2020-08-20,95800,13,341,"55602, 55702, 55703, 55706, 55710, 55711, 55717, 55719, 55720, 55723, 55724, 55725, 55731, 55732, 55734, 55736, 55738, 55746, 55750, 55751, 55763, 55765, 55766, 55768, 55771, 55772, 55779, 55781, 55782, 55790, 55803, 56639, 56649, 56653, 56669",247,94,146,9.812108559498956,15.24008350730689,17.712188946580934,7.828506780681418,All In-Person
St. Louis Park Public School District,2020-08-20,120310,0,1888,"55305, 55343, 55416, 55424, 55426, 55436",1698,190,190,15.792535948798937,15.792535948798937,18.03812946173193,13.546942435865944,Elem In-Person / HS Hybrid
St. Michael-Albertville School District,2020-08-20,111770,0,927,"55301, 55313, 55330, 55341, 55362, 55376",762,165,165,14.76245862038114,14.76245862038114,17.015000076423338,12.509917164338942,Elem In-Person / HS Hybrid
St. Paul Public School District,2020-08-20,375352,1,7220,"55075, 55101, 55102, 55103, 55104, 55105, 55106, 55107, 55108, 55113, 55114, 55116, 55117, 55118, 55119, 55130, 55155",6290,930,934,24.7767428973337,24.883309533451268,26.479154783151536,23.1843185417062,All Hybrid
St. Peter Public School District,2020-08-20,58020,0,1091,"56001, 56017, 56050, 56058, 56063, 56082",921,170,170,29.300241296104794,29.300241296104794,33.704804106927675,24.89567848528191,All Hybrid
Staples-Motley School District,2020-08-20,21914,4,109,"56434, 56437, 56438, 56440, 56443, 56466, 56473, 56474, 56479, 56481",99,10,26,4.563292872136533,11.864561467554989,16.425152070202543,1.7349346472893932,All In-Person
Stephen-Argyle Central Schools,2020-08-20,5440,3,18,"56710, 56713, 56744, 56757, 56758, 56762",18,0,12,0,22.058823529411764,34.53977787806985,0,All In-Person
Stewartville Public School District,2020-08-20,73130,0,888,"55902, 55904, 55920, 55926, 55936, 55940, 55967, 55975, 55976",781,107,107,14.631478189525502,14.631478189525502,17.40385582500556,11.859100554045444,Elem In-Person / HS Hybrid
Stillwater Area Public School District,2020-08-20,176220,0,1586,"55001, 55003, 55033, 55038, 55042, 55043, 55047, 55073, 55082, 55125, 55129",1238,348,348,19.748042219952332,19.748042219952332,21.82291033299899,17.673174106905677,Elem In-Person / HS Hybrid
Swanville Public School District,2020-08-20,24840,2,389,"56318, 56336, 56345, 56347, 56382, 56475",367,22,30,8.856682769726248,12.077294685990337,16.399099084984403,5.155710592087793,All In-Person
Thief River Falls School District,2020-08-20,16670,4,106,"56701, 56725, 56742, 56748, 56750, 56754",102,4,20,2.399520095980804,11.997600479904019,17.255780726934116,0.047990401919616114,All In-Person
Tracy Area Public School District,2020-08-20,25460,5,432,"56115, 56123, 56132, 56151, 56169, 56170, 56172, 56175, 56180, 56258, 56263",412,20,40,7.855459544383347,15.710919088766694,20.57978335736844,4.412652603378172,All In-Person
Tri-City United School District,2020-08-20,61550,0,1281,"55021, 55046, 56052, 56057, 56058, 56069, 56071, 56096",1147,134,134,21.77091795288383,21.77091795288383,25.457130841505904,18.084705064261765,All Hybrid
Tri-County School District,2020-08-20,6208,5,10,"56726, 56729, 56732, 56733, 56734, 56738, 56757, 56758, 56759",10,0,20,0,32.21649484536082,46.335996249676505,0,All In-Person
Triton School District,2020-08-20,24000,0,159,"55917, 55924, 55927, 55940, 55946, 55955, 55963, 55985",141,18,18,7.5,7.5,10.964823227814083,4.035176772185918,All In-Person
Truman Public School District,2020-08-20,26900,3,554,"56010, 56031, 56039, 56060, 56062, 56081, 56088, 56090, 56098, 56162",452,102,114,37.9182156133829,42.37918215613383,50.158763336052544,30.559468520747334,Elem Hybrid / HS Distance
Ulen-Hitterdal Public School District,2020-08-20,10520,3,72,"56519, 56536, 56549, 56552, 56554, 56569, 56585",69,3,15,2.8517110266159698,14.258555133079849,21.47437961840926,0,All In-Person
Underwood Public School District,2020-08-20,24630,1,90,"56324, 56515, 56528, 56534, 56537, 56586",58,32,36,12.992285830288266,14.6163215590743,19.390986601705237,8.49068845757001,Elem In-Person / HS Hybrid
United South Central School District,2020-08-20,30546,5,379,"56007, 56009, 56014, 56025, 56029, 56032, 56033, 56042, 56051, 56068, 56072, 56097",361,18,38,5.892751915144372,12.440254043082563,16.395682395671837,3.1704394202992874,All In-Person
Upsala Public School District,2020-08-20,30210,3,152,"56307, 56314, 56318, 56331, 56336, 56340, 56345, 56373, 56382, 56384",132,20,32,6.620324395895399,10.59251903343264,14.262639632242655,3.71883930096022,All In-Person
Verndale Public School District,2020-08-20,12884,2,37,"56434, 56453, 56479, 56481, 56482",31,6,14,4.656938838869916,10.866190624029803,16.558249362059083,0.9306116921336322,All In-Person
Virginia Public School District,2020-08-20,22820,3,29,"55703, 55710, 55723, 55732, 55734, 55768, 55790, 55792",16,13,25,5.6967572304995615,10.955302366345311,15.249780893952671,2.5999647239660746,All In-Person
Wabasha-Kellogg Public School District,2020-08-20,13497,1,52,"55041, 55910, 55945, 55968, 55981",39,13,17,9.631770022968066,12.595391568496703,18.582860655116406,4.395880195666135,All In-Person
Wabasso Public School District,2020-08-20,12688,5,29,"56083, 56152, 56180, 56214, 56224, 56255, 56263, 56283, 56287, 56292, 56293, 56294",21,8,28,6.305170239596469,22.068095838587645,30.242232928257565,1.9359101793012827,All In-Person
Waconia Public School District,2020-08-20,105450,0,1130,"55315, 55318, 55322, 55331, 55360, 55364, 55367, 55375, 55386, 55387, 55388, 55397",953,177,177,16.78520625889047,16.78520625889047,19.258046847176306,14.312365670604633,Elem In-Person / HS Hybrid
Wadena-Deer Creek School District,2020-08-20,20680,6,39,"56361, 56453, 56477, 56481, 56482, 56518, 56527, 56551, 56567, 56571",29,10,34,4.835589941972921,16.44100580270793,21.96743990033694,1.838460244714689,All In-Person
Walker-Hackensack-Akeley School District,2020-08-20,25371,7,82,"56433, 56435, 56436, 56452, 56461, 56464, 56467, 56484, 56626, 56633, 56641, 56655, 56672",64,18,46,7.09471443774388,18.130936896456586,23.370528070208316,3.8171235872634908,All In-Person
Warren-Alvarado-Oslo School District,2020-08-20,15590,4,108,"56710, 56713, 56721, 56722, 56744, 56757, 56760, 56762",91,17,33,10.904425914047467,21.16741500962155,28.389572025153647,5.720790874784726,Elem In-Person / HS Hybrid
Warroad Public School District,2020-08-20,15022,4,47,"56623, 56673, 56686, 56711, 56741, 56751, 56756, 56763",36,11,27,7.322593529490081,17.973638663293837,24.753334275399407,2.995217288579028,All In-Person
Waseca Public School District,2020-08-20,23510,0,251,"55052, 56026, 56048, 56072, 56093, 56096",192,59,59,25.095703955763504,25.095703955763504,31.499381397627594,18.692026513899417,All Hybrid
Watertown-Mayer Public School District,2020-08-20,61680,0,516,"55328, 55359, 55360, 55363, 55364, 55367, 55387, 55388, 55390, 55395",430,86,86,13.942931258106356,13.942931258106356,16.889800948633525,10.996061567579188,Elem In-Person / HS Hybrid
Waterville-Elysian-Morristown Public School District,2020-08-20,56560,1,1235,"55021, 55052, 55087, 56017, 56028, 56048, 56052, 56057, 56063, 56093, 56096",1073,162,166,28.642149929278645,29.349363507779348,33.81415019525835,24.23148386841206,All Hybrid
Waubun-Ogema-White Earth Public Schools,2020-08-20,11070,3,74,"56521, 56554, 56557, 56566, 56569, 56575, 56584, 56589, 56591",66,8,20,7.226738934056008,18.066847335140018,25.984992296114882,2.2188643500428795,All In-Person
Wayzata Public School District,2020-08-20,144440,0,1479,"55305, 55311, 55340, 55356, 55391, 55441, 55446, 55447",1299,180,180,12.461921905289394,12.461921905289394,14.282481266643419,10.641362543935369,Elem In-Person / HS Hybrid
West Central Area,2020-08-20,35087,8,164,"56235, 56248, 56267, 56274, 56309, 56311, 56315, 56323, 56324, 56326, 56327, 56339, 56343, 56531, 56537, 56565, 56590",131,33,65,9.405192806452533,18.52537977028529,23.02904927370968,6.196214328037581,All In-Person
West St. Paul-Mendota Heights-Eagan,2020-08-20,130498,1,1839,"55075, 55077, 55118, 55120, 55121, 55122, 55123, 55150",1515,324,328,24.82796671213352,25.134484819690723,27.85461154511936,22.124477003478983,All Hybrid
Westbrook-Walnut Grove Schools,2020-08-20,10136,6,83,"56114, 56123, 56125, 56131, 56152, 56166, 56174, 56175, 56180, 56183, 56255",75,8,32,7.892659826361484,31.570639305445937,42.50930774369087,2.423325607239017,All In-Person
Westonka Public School District,2020-08-20,54550,0,598,"55331, 55359, 55364, 55384, 55391",551,47,47,8.615948670944087,8.615948670944087,11.079208619025856,6.15268872286232,All In-Person
Wheaton Area Public School District,2020-08-20,5514,3,53,"56211, 56221, 56236, 56240, 56248, 56274, 56296, 56590",45,8,20,14.508523757707653,36.27130939426913,52.16791162821758,4.454629734308066,Elem In-Person / HS Hybrid
White Bear Lake School District,2020-08-20,183750,0,2432,"55038, 55109, 55110, 55115, 55117, 55126, 55127",2073,359,359,19.537414965986397,19.537414965986397,21.558459800279344,17.516370131693442,Elem In-Person / HS Hybrid
Willmar Public School District,2020-08-20,36150,1,718,"56201, 56209, 56216, 56251, 56252, 56253, 56279, 56282, 56288",664,54,58,14.937759336099585,16.044260027662517,20.173420549790666,10.95352705738172,Elem In-Person / HS Hybrid
Willow River Public School District,2020-08-20,6900,4,95,"55704, 55712, 55735, 55756, 55783, 55795, 56350",93,2,18,2.898550724637681,26.086956521739133,38.138515575005506,0,All In-Person
Wilmot School District 54-7,2020-08-20,530,1,2,56219,0,2,6,37.735849056603776,113.2075471698113,203.79245086518924,0,Elem Hybrid / HS Distance
Win-E-Mac School District,2020-08-20,10400,3,59,"56535, 56540, 56542, 56556, 56592, 56684, 56715, 56736, 56750",49,10,22,9.615384615384617,21.153846153846153,29.99347585505185,3.655707486605747,All In-Person
Windom Public School District,2020-08-20,14590,2,233,"56101, 56118, 56137, 56143, 56145, 56159, 56174",211,22,30,15.078821110349555,20.5620287868403,27.920056289994005,8.777782803801287,Elem In-Person / HS Hybrid
Winona Area Public School District,2020-08-20,46440,2,320,"55910, 55925, 55943, 55947, 55952, 55959, 55969, 55971, 55987",266,54,62,11.627906976744185,13.350559862187769,16.673784546309893,8.526485855390808,Elem In-Person / HS Hybrid
Worthington Public School District,2020-08-20,19870,0,1743,"56117, 56119, 56131, 56165, 56168, 56185, 56187",1701,42,42,21.137393054856567,21.137393054856567,27.530071348203023,14.744714761510114,All Hybrid
Wrenshall Public School District,2020-08-20,7690,3,20,"55707, 55718, 55749, 55797",19,1,13,1.3003901170351104,16.90507152145644,26.094773081806782,0,All In-Person
Yellow Medicine East,2020-08-20,21230,3,181,"56214, 56218, 56223, 56229, 56237, 56241, 56245, 56260, 56264, 56265, 56285, 56292, 56297",157,24,36,11.304757418747057,16.957136128120585,22.49646726330664,6.781912486241141,Elem In-Person / HS Hybrid
Zumbrota-Mazeppa School District,2020-08-20,26440,2,128,"55027, 55041, 55956, 55960, 55963, 55991, 55992",106,22,30,8.32072617246596,11.346444780635402,15.406717899811365,4.843716002551466,All In-Person
