zip,pop,cases,date,total_cases,n_leq5,cases_lag,totalcases_last,totalcases_last_max,rate_last,rate_last_max,rate_last_ci_upper,rate_last_ci_lower,current_rate,school_opening_status
55333,660,15,2020-10-29,15,0,12,3,3,45.45454545454545,45.45454545454545,96.8912058005303,0,45.45454545454545,Elem Hybrid / HS Distance
55334,2830,76,2020-10-29,76,0,65,11,11,38.869257950530034,38.869257950530034,61.83952151624234,15.898994384817724,38.869257950530034,Elem Hybrid / HS Distance
55335,1510,39,2020-10-29,39,0,37,2,2,13.245033112582782,13.245033112582782,31.601712465240173,0,13.245033112582782,Elem In-Person / HS Hybrid
55336,7740,241,2020-10-29,241,0,231,10,10,12.919896640826874,12.919896640826874,20.927731542545253,4.912061739108497,12.919896640826874,Elem In-Person / HS Hybrid
55337,44700,1311,2020-10-29,1311,0,1143,168,168,37.58389261744966,37.58389261744966,43.26722674222792,31.900558492671404,37.58389261744966,Elem Hybrid / HS Distance
55338,1130,19,2020-10-29,19,0,16,3,3,26.548672566371682,26.548672566371682,56.59132374190265,0,26.548672566371682,All Hybrid
55339,980,11,2020-10-29,11,0,10,1,1,10.204081632653063,10.204081632653063,30.20408163265306,0,10.204081632653063,Elem In-Person / HS Hybrid
55340,7490,125,2020-10-29,125,0,103,22,22,29.37249666221629,29.37249666221629,41.64648182810938,17.0985114963232,29.37249666221629,All Hybrid
55341,3190,60,2020-10-29,60,0,46,14,14,43.8871473354232,43.8871473354232,66.87664099710635,20.89765367374005,43.8871473354232,Elem Hybrid / HS Distance
55342,1780,29,2020-10-29,29,0,27,2,2,11.235955056179776,11.235955056179776,26.808194282310485,0,11.235955056179776,Elem In-Person / HS Hybrid
55343,23980,749,2020-10-29,749,0,668,81,81,33.778148457047536,33.778148457047536,41.13427856547123,26.422018348623855,33.778148457047536,Elem Hybrid / HS Distance
55344,14510,422,2020-10-29,422,0,379,43,43,29.63473466574776,29.63473466574776,38.49247381642448,20.77699551507104,29.63473466574776,All Hybrid
55345,21430,338,2020-10-29,338,0,298,40,40,18.665422305179654,18.665422305179654,24.44989660656092,12.880948003798391,18.665422305179654,Elem In-Person / HS Hybrid
55346,17130,308,2020-10-29,308,0,274,34,34,19.848219497956798,19.848219497956798,26.519944958491994,13.176494037421604,19.848219497956798,Elem In-Person / HS Hybrid
55347,30740,466,2020-10-29,466,0,383,83,83,27.000650618087185,27.000650618087185,32.80951522938283,21.19178600679153,27.000650618087185,All Hybrid
55349,3490,65,2020-10-29,65,0,50,15,15,42.97994269340974,42.97994269340974,64.73079472368636,21.22909066313313,42.97994269340974,Elem Hybrid / HS Distance
55350,17010,196,2020-10-29,196,0,178,18,18,10.582010582010582,10.582010582010582,15.47065005688054,5.693371107140624,10.582010582010582,Elem In-Person / HS Hybrid
55352,9470,213,2020-10-29,213,0,163,50,50,52.79831045406547,52.79831045406547,67.43325545011228,38.16336545801865,52.79831045406547,All Distance
55353,2950,57,2020-10-29,57,0,35,22,22,74.57627118644068,74.57627118644068,105.73971148899635,43.41283088388501,74.57627118644068,All Distance
55354,2710,68,2020-10-29,68,0,58,10,10,36.90036900369004,36.90036900369004,59.77145466394843,14.029283343431649,36.90036900369004,Elem Hybrid / HS Distance
55355,8890,149,2020-10-29,149,0,123,26,26,29.24634420697413,29.24634420697413,40.488276992847986,18.004411421100276,29.24634420697413,All Hybrid
55356,5470,111,2020-10-29,111,0,92,19,19,34.73491773308958,34.73491773308958,50.35364155272344,19.11619391345572,34.73491773308958,Elem Hybrid / HS Distance
55357,3350,68,2020-10-29,68,0,56,12,12,35.82089552238806,35.82089552238806,56.088475121402986,15.55331592337314,35.82089552238806,Elem Hybrid / HS Distance
55358,4850,83,2020-10-29,83,0,69,14,14,28.8659793814433,28.8659793814433,43.98690407850912,13.745054684377473,28.8659793814433,All Hybrid
55359,6210,66,2020-10-29,66,0,60,6,6,9.66183574879227,9.66183574879227,17.39291448607895,1.9307570115055903,9.66183574879227,All In-Person
55360,2960,59,2020-10-29,59,0,47,12,12,40.54054054054054,40.54054054054054,63.47851069483108,17.602570386250004,40.54054054054054,Elem Hybrid / HS Distance
55362,18580,413,2020-10-29,413,0,317,96,96,51.66846071044133,51.66846071044133,62.004305480850434,41.332615940032234,51.66846071044133,All Distance
55363,4750,89,2020-10-29,89,0,77,12,12,25.263157894736842,25.263157894736842,39.55713508562105,10.969180703852633,25.263157894736842,All Hybrid
55364,13880,238,2020-10-29,238,0,197,41,41,29.53890489913545,29.53890489913545,38.58078062346425,20.49702917480664,29.53890489913545,All Hybrid
55366,478,6,2020-10-29,6,0,2,4,4,83.68200836820083,83.68200836820083,165.69037656903765,1.6736401673640182,83.68200836820083,All Distance
55367,880,16,2020-10-29,16,0,12,4,4,45.45454545454545,45.45454545454545,90,0.9090909090909098,45.45454545454545,Elem Hybrid / HS Distance
55368,2210,29,2020-10-29,29,0,28,1,1,4.524886877828054,4.524886877828054,13.393665158371041,0,4.524886877828054,All In-Person
55369,34480,938,2020-10-29,938,0,767,171,171,49.593967517401396,49.593967517401396,57.02735666705892,42.16057836774387,49.593967517401396,Elem Hybrid / HS Distance
55370,770,2,2020-10-29,2,1,2,0,4,0,51.94805194805195,102.85714285714286,0,0,All Hybrid
55371,15480,260,2020-10-29,260,0,198,62,62,40.05167958656331,40.05167958656331,50.02135363892968,30.082005534196934,40.05167958656331,Elem Hybrid / HS Distance
55372,31730,718,2020-10-29,718,0,588,130,130,40.970690198550265,40.970690198550265,48.01368998800602,33.92769040909452,40.970690198550265,Elem Hybrid / HS Distance
55373,5520,74,2020-10-29,74,0,65,9,9,16.304347826086957,16.304347826086957,26.956521739130434,5.6521739130434785,16.304347826086957,Elem In-Person / HS Hybrid
55374,15040,351,2020-10-29,351,0,287,64,64,42.5531914893617,42.5531914893617,52.97872340425532,32.12765957446808,42.5531914893617,Elem Hybrid / HS Distance
55375,4240,76,2020-10-29,76,0,54,22,22,51.886792452830186,51.886792452830186,73.56890304069321,30.204681864967167,51.886792452830186,All Distance
55376,17120,456,2020-10-29,456,0,352,104,104,60.74766355140187,60.74766355140187,72.42298860589001,49.07233849691372,60.74766355140187,All Distance
55378,28900,743,2020-10-29,743,0,637,106,106,36.67820069204152,36.67820069204152,43.66070417866246,29.695697205420576,36.67820069204152,Elem Hybrid / HS Distance
55379,44510,1349,2020-10-29,1349,0,1186,163,163,36.62098404852842,36.62098404852842,42.243002663719444,30.998965433337396,36.62098404852842,Elem Hybrid / HS Distance
55381,1890,19,2020-10-29,19,0,15,4,4,21.164021164021165,21.164021164021165,41.904761904761905,0.42328042328042365,21.164021164021165,All Hybrid
55382,3460,52,2020-10-29,52,0,37,15,15,43.35260115606936,43.35260115606936,65.29204438892063,21.4131579232181,43.35260115606936,Elem Hybrid / HS Distance
55384,1400,55,2020-10-29,55,0,55,0,0,0,0,0,0,0,All In-Person
55385,1210,11,2020-10-29,11,0,7,4,4,33.05785123966942,33.05785123966942,65.45454545454545,0.6611570247933889,33.05785123966942,Elem Hybrid / HS Distance
55386,7900,167,2020-10-29,167,0,140,27,27,34.177215189873415,34.177215189873415,47.06893512468987,21.285495255056965,34.177215189873415,Elem Hybrid / HS Distance
55387,13530,269,2020-10-29,269,0,236,33,33,24.390243902439025,24.390243902439025,32.71200501641873,16.068482788459324,24.390243902439025,All Hybrid
55388,5340,74,2020-10-29,74,0,55,19,19,35.580524344569284,35.580524344569284,51.57947926842644,19.581569420712132,35.580524344569284,Elem Hybrid / HS Distance
55389,2470,52,2020-10-29,52,0,25,27,27,109.31174089068826,109.31174089068826,150.54436740285422,68.07911437852228,109.31174089068826,All Distance
55390,2520,57,2020-10-29,57,0,45,12,12,47.61904761904762,47.61904761904762,74.56206018123017,20.676035056865086,47.61904761904762,Elem Hybrid / HS Distance
55391,14950,333,2020-10-29,333,0,291,42,42,28.093645484949832,28.093645484949832,36.59013496246114,19.597156007438524,28.093645484949832,All Hybrid
55395,2670,55,2020-10-29,55,0,36,19,19,71.16104868913857,71.16104868913857,103.15895853685288,39.163138841424264,71.16104868913857,All Distance
55396,1980,30,2020-10-29,30,0,25,5,5,25.252525252525256,25.252525252525256,47.38733957525044,3.1177109298000625,25.252525252525256,All Hybrid
55397,2610,28,2020-10-29,28,0,22,6,6,22.988505747126435,22.988505747126435,41.383141363429225,4.593870130823646,22.988505747126435,All Hybrid
55398,15330,273,2020-10-29,273,0,190,83,83,54.14220482713634,54.14220482713634,65.79024775937562,42.49416189489704,54.14220482713634,All Distance
55401,8400,297,2020-10-29,297,0,243,54,54,64.28571428571428,64.28571428571428,81.43214248519654,47.13928608623204,64.28571428571428,All Distance
55402,1290,19,2020-10-29,19,0,20,-1,-1,-7.751937984496124,-7.751937984496124,NaN,NaN,-7.751937984496124,All In-Person
55403,12570,424,2020-10-29,424,0,358,66,66,52.50596658711217,52.50596658711217,65.17352050364875,39.83841267057559,52.50596658711217,All Distance
55404,20570,1523,2020-10-29,1523,0,1408,115,115,55.90666018473505,55.90666018473505,66.12477315397992,45.688547215490196,55.90666018473505,All Distance
55405,12940,458,2020-10-29,458,0,421,37,37,28.5935085007728,28.5935085007728,37.806966429199775,19.380050572345823,28.5935085007728,All Hybrid
55406,31640,821,2020-10-29,821,0,726,95,95,30.025284450063214,30.025284450063214,36.06312165481213,23.987447245314296,30.025284450063214,Elem Hybrid / HS Distance
55407,36940,1699,2020-10-29,1699,0,1543,156,156,42.230644288034654,42.230644288034654,48.85771308980014,35.603575486269165,42.230644288034654,Elem Hybrid / HS Distance
55408,28670,1361,2020-10-29,1361,0,1222,139,139,48.482734565748174,48.482734565748174,56.542748238647064,40.42272089284928,48.482734565748174,Elem Hybrid / HS Distance
55409,11170,362,2020-10-29,362,0,329,33,33,29.543419874664277,29.543419874664277,39.623404464829484,19.463435284499074,29.543419874664277,All Hybrid
55410,19750,279,2020-10-29,279,0,242,37,37,18.734177215189874,18.734177215189874,24.770741549055447,12.697612881324302,18.734177215189874,Elem In-Person / HS Hybrid
55411,26080,1254,2020-10-29,1254,0,1137,117,117,44.86196319018405,44.86196319018405,52.991043519834456,36.73288286053364,44.86196319018405,Elem Hybrid / HS Distance
55412,20400,658,2020-10-29,658,0,590,68,68,33.333333333333336,33.333333333333336,41.256163751186875,25.41050291547979,33.333333333333336,Elem Hybrid / HS Distance
55413,10540,444,2020-10-29,444,0,374,70,70,66.41366223908918,66.41366223908918,81.97204603422,50.85527844395837,66.41366223908918,All Distance
55414,13090,952,2020-10-29,952,0,863,89,89,67.99083269671505,67.99083269671505,82.11657984631852,53.865085547111576,67.99083269671505,All Distance
55415,1990,163,2020-10-29,163,0,139,24,24,120.60301507537687,120.60301507537687,168.85427031010082,72.35175984065299,120.60301507537687,All Distance
55416,29180,838,2020-10-29,838,0,719,119,119,40.78135709389993,40.78135709389993,48.10866200983071,33.45405217796916,40.78135709389993,Elem Hybrid / HS Distance
55417,24550,446,2020-10-29,446,0,373,73,73,29.73523421588595,29.73523421588595,36.556516228440884,22.913952203331014,29.73523421588595,All Hybrid
55418,28860,918,2020-10-29,918,0,781,137,137,47.470547470547466,47.470547470547466,55.419685317051446,39.5214096240435,47.470547470547466,Elem Hybrid / HS Distance
55419,26710,505,2020-10-29,505,0,452,53,53,19.842755522276303,19.842755522276303,25.184955216394542,14.500555828158063,19.842755522276303,Elem In-Person / HS Hybrid
55420,21540,760,2020-10-29,760,0,687,73,73,33.89043639740019,33.89043639740019,41.66492448506145,26.115948309738922,33.89043639740019,Elem Hybrid / HS Distance
55421,26970,1273,2020-10-29,1273,0,1117,156,156,57.84204671857619,57.84204671857619,66.91894406886233,48.765149368290054,57.84204671857619,All Distance
55422,26500,786,2020-10-29,786,0,689,97,97,36.60377358490566,36.60377358490566,43.88821180812089,29.31933536169043,36.60377358490566,Elem Hybrid / HS Distance
55423,36200,1260,2020-10-29,1260,0,1123,137,137,37.84530386740332,37.84530386740332,44.182655200279136,31.507952534527497,37.84530386740332,Elem Hybrid / HS Distance
55424,10110,238,2020-10-29,238,0,208,30,30,29.673590504451038,29.673590504451038,40.29214849367088,19.055032515231204,29.673590504451038,All Hybrid
55425,9180,382,2020-10-29,382,0,349,33,33,35.947712418300654,35.947712418300654,48.212791707205376,23.68263312939593,35.947712418300654,Elem Hybrid / HS Distance
55426,24060,704,2020-10-29,704,0,628,76,76,31.587697423108896,31.587697423108896,38.6894779130006,24.48591693321719,31.587697423108896,Elem Hybrid / HS Distance
55427,22440,625,2020-10-29,625,0,543,82,82,36.54188948306595,36.54188948306595,44.45122766076173,28.63255130537017,36.54188948306595,Elem Hybrid / HS Distance
55428,28960,1498,2020-10-29,1498,0,1350,148,148,51.10497237569061,51.10497237569061,59.33854596642577,42.87139878495545,51.10497237569061,All Distance
55429,27490,1176,2020-10-29,1176,0,1046,130,130,47.289923608584935,47.289923608584935,55.41922092831688,39.160626288853,47.289923608584935,Elem Hybrid / HS Distance
55430,22510,1056,2020-10-29,1056,0,944,112,112,49.755664149267,49.755664149267,58.97054210517388,40.54078619336011,49.755664149267,Elem Hybrid / HS Distance
55431,18630,443,2020-10-29,443,0,389,54,54,28.985507246376812,28.985507246376812,36.71658598366349,21.254428509090133,28.985507246376812,All Hybrid
55432,29500,1094,2020-10-29,1094,0,943,151,151,51.1864406779661,51.1864406779661,59.35080787314957,43.02207348278263,51.1864406779661,All Distance
55433,31580,970,2020-10-29,970,0,794,176,176,55.73147561747942,55.73147561747942,63.96527497035666,47.49767626460218,55.73147561747942,All Distance
55434,28630,795,2020-10-29,795,0,666,129,129,45.05763185469787,45.05763185469787,52.833154284155455,37.282109425240286,45.05763185469787,Elem Hybrid / HS Distance
55435,11880,359,2020-10-29,359,0,310,49,49,41.245791245791246,41.245791245791246,52.794612794612796,29.6969696969697,41.245791245791246,Elem Hybrid / HS Distance
55436,13670,345,2020-10-29,345,0,301,44,44,32.18727139722019,32.18727139722019,41.69800232494014,22.676540469500246,32.18727139722019,Elem Hybrid / HS Distance
55437,17850,421,2020-10-29,421,0,359,62,62,34.733893557422974,34.733893557422974,43.379862987710446,26.087924127135494,34.733893557422974,Elem Hybrid / HS Distance
55438,16240,296,2020-10-29,296,0,246,50,50,30.78817733990148,30.78817733990148,39.322224699049464,22.25412998075349,30.78817733990148,Elem Hybrid / HS Distance
55439,9280,172,2020-10-29,172,0,151,21,21,22.629310344827587,22.629310344827587,32.30802625227742,12.950594437377752,22.629310344827587,All Hybrid
55441,17290,395,2020-10-29,395,0,336,59,59,34.123770965876226,34.123770965876226,42.83114266386494,25.416399267887524,34.123770965876226,Elem Hybrid / HS Distance
55442,12780,227,2020-10-29,227,0,171,56,56,43.81846635367762,43.81846635367762,55.29522453533165,32.341708172023594,43.81846635367762,Elem Hybrid / HS Distance
55443,35200,1449,2020-10-29,1449,0,1260,189,189,53.69318181818182,53.69318181818182,61.34816621771033,46.03819741865332,53.69318181818182,All Distance
55444,16830,605,2020-10-29,605,0,525,80,80,47.534165181224004,47.534165181224004,57.95054839191821,37.1177819705298,47.534165181224004,Elem Hybrid / HS Distance
55445,11960,446,2020-10-29,446,0,384,62,62,51.83946488294315,51.83946488294315,64.7433573855043,38.935572380381984,51.83946488294315,All Distance
55446,23020,456,2020-10-29,456,0,389,67,67,29.105125977410946,29.105125977410946,36.074409831828845,22.135842122993047,29.105125977410946,All Hybrid
55447,20800,378,2020-10-29,378,0,312,66,66,31.73076923076923,31.73076923076923,39.38611311206081,24.075425349477655,31.73076923076923,Elem Hybrid / HS Distance
55448,27480,741,2020-10-29,741,0,631,110,110,40.02911208151383,40.02911208151383,47.509699208200495,32.54852495482716,40.02911208151383,Elem Hybrid / HS Distance
55449,28710,801,2020-10-29,801,0,671,130,130,45.28039010797631,45.28039010797631,53.06424184324037,37.49653837271226,45.28039010797631,Elem Hybrid / HS Distance
55454,5520,471,2020-10-29,471,0,454,17,17,30.797101449275363,30.797101449275363,45.43711417791778,16.157088720632945,30.797101449275363,Elem Hybrid / HS Distance
55455,80,18,2020-10-29,18,0,14,4,4,500,500,990,10.000000000000009,500,All Distance
55601,199,2,2020-10-29,2,1,2,0,4,0,201.00502512562815,397.98994974874375,0,0,All Distance
55602,167,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
55603,400,2,2020-10-29,2,1,2,0,4,0,100,198,0,0,Elem Hybrid / HS Distance
55604,3270,10,2020-10-29,10,0,2,8,8,24.464831804281346,24.464831804281346,41.41809530428909,7.511568304273601,24.464831804281346,All Hybrid
55605,560,2,2020-10-29,2,1,2,0,4,0,71.42857142857143,141.42857142857144,0,0,Elem Hybrid / HS Distance
55606,250,2,2020-10-29,2,1,0,2,6,80,240,432.03999583420114,0,80,All Distance
55607,112,2,2020-10-29,2,1,2,0,4,0,357.1428571428571,707.1428571428572,0,0,All Distance
55609,355,6,2020-10-29,6,0,2,4,4,112.67605633802818,112.67605633802818,223.09859154929578,2.2535211267605657,112.67605633802818,All Distance
55612,510,2,2020-10-29,2,1,2,0,4,0,78.43137254901961,155.29411764705884,0,0,Elem Hybrid / HS Distance
55613,160,2,2020-10-29,2,1,2,0,4,0,250,495,0,0,All Distance
55614,2170,32,2020-10-29,32,0,28,4,4,18.433179723502302,18.433179723502302,36.497695852534555,0.3686635944700464,18.433179723502302,Elem In-Person / HS Hybrid
55615,220,2,2020-10-29,2,1,2,0,4,0,181.8181818181818,360,0,0,All Distance
55616,6250,85,2020-10-29,85,0,50,35,35,56,56,74.55282619980039,37.44717380019961,56,All Distance
55702,460,2,2020-10-29,2,1,2,0,4,0,86.95652173913044,172.17391304347825,0,0,Elem Hybrid / HS Distance
55703,600,2,2020-10-29,2,1,2,0,4,0,66.66666666666667,132,0,0,Elem Hybrid / HS Distance
55704,960,7,2020-10-29,7,0,2,5,5,52.08333333333333,52.08333333333333,97.73638787395403,6.430278792712629,52.08333333333333,All Distance
55705,2740,24,2020-10-29,24,0,17,7,7,25.547445255474454,25.547445255474454,44.473257553600725,6.621632957348184,25.547445255474454,All Hybrid
55706,1460,19,2020-10-29,19,0,14,5,5,34.24657534246575,34.24657534246575,64.2650221636958,4.228128521235702,34.24657534246575,Elem Hybrid / HS Distance
55707,3050,44,2020-10-29,44,0,33,11,11,36.0655737704918,36.0655737704918,57.378965865890436,14.752181675093167,36.0655737704918,Elem Hybrid / HS Distance
55708,857,16,2020-10-29,16,0,10,6,6,70.01166861143524,70.01166861143524,126.03267089679146,13.990666326079015,70.01166861143524,All Distance
55709,3600,74,2020-10-29,74,0,64,10,10,27.77777777777778,27.77777777777778,44.99462281647229,10.560932739083269,27.77777777777778,All Hybrid
55710,1250,19,2020-10-29,19,0,13,6,6,47.99999999999999,47.99999999999999,86.40799916684023,9.592000833159773,47.99999999999999,Elem Hybrid / HS Distance
55711,490,15,2020-10-29,15,0,7,8,8,163.265306122449,163.265306122449,276.4023911122966,50.128221132601375,163.265306122449,All Distance
55712,420,8,2020-10-29,8,0,2,6,6,142.85714285714286,142.85714285714286,257.1666641870245,28.547621527261228,142.85714285714286,All Distance
55713,858,13,2020-10-29,13,0,2,11,11,128.2051282051282,128.2051282051282,203.96951735543803,52.44073905481837,128.2051282051282,All Distance
55716,308,14,2020-10-29,14,0,13,1,1,32.46753246753247,32.46753246753247,96.10389610389609,0,32.46753246753247,Elem Hybrid / HS Distance
55717,290,2,2020-10-29,2,1,2,0,4,0,137.9310344827586,273.1034482758621,0,0,All Distance
55718,2820,44,2020-10-29,44,0,19,25,25,88.65248226950355,88.65248226950355,123.40425531914892,53.90070921985815,88.65248226950355,All Distance
55719,4830,72,2020-10-29,72,0,44,28,28,57.971014492753625,57.971014492753625,79.44377875646624,36.498250229041,57.971014492753625,All Distance
55720,15000,209,2020-10-29,209,0,152,57,57,38,38,47.86511699542044,28.134883004579553,38,Elem Hybrid / HS Distance
55721,3260,57,2020-10-29,57,0,47,10,10,30.67484662576687,30.67484662576687,49.687313539662654,11.662379711871093,30.67484662576687,Elem Hybrid / HS Distance
55722,1103,20,2020-10-29,20,0,18,2,2,18.13236627379873,18.13236627379873,43.26254381007494,0,18.13236627379873,Elem In-Person / HS Hybrid
55723,2050,27,2020-10-29,27,0,9,18,18,87.8048780487805,87.8048780487805,128.36866217928682,47.24109391827416,87.8048780487805,All Distance
55724,650,8,2020-10-29,8,0,2,6,6,92.30769230769232,92.30769230769232,166.16922916700045,18.44615544838418,92.30769230769232,All Distance
55725,132,2,2020-10-29,2,1,2,0,4,0,303.03030303030306,599.9999999999999,0,0,All Distance
55726,830,18,2020-10-29,18,0,12,6,6,72.28915662650603,72.28915662650603,130.13252886572323,14.445784387288816,72.28915662650603,All Distance
55731,4650,51,2020-10-29,51,0,41,10,10,21.50537634408602,21.50537634408602,34.834546696623704,8.176205991548336,21.50537634408602,All Hybrid
55732,1250,30,2020-10-29,30,0,11,19,19,152,152,220.34753543471777,83.65246456528223,152,All Distance
55733,4750,89,2020-10-29,89,0,61,28,28,58.94736842105264,58.94736842105264,80.78177924078567,37.112957601319586,58.94736842105264,All Distance
55734,5340,106,2020-10-29,106,0,80,26,26,48.68913857677902,48.68913857677902,67.40464091131433,29.973636242243714,48.68913857677902,Elem Hybrid / HS Distance
55735,1430,18,2020-10-29,18,0,8,10,10,69.93006993006993,69.93006993006993,113.27317632118898,26.586963538950886,69.93006993006993,All Distance
55736,1300,8,2020-10-29,8,0,7,1,1,7.6923076923076925,7.6923076923076925,22.76923076923077,0,7.6923076923076925,All In-Person
55738,480,10,2020-10-29,10,0,2,8,8,166.66666666666666,166.66666666666666,282.1607742604694,51.172559072863905,166.66666666666666,All Distance
55741,2850,59,2020-10-29,59,0,41,18,18,63.1578947368421,63.1578947368421,92.33535349738175,33.980435976302466,63.1578947368421,All Distance
55742,310,2,2020-10-29,2,1,2,0,4,0,129.03225806451613,255.48387096774192,0,0,All Distance
55744,17800,335,2020-10-29,335,0,249,86,86,48.31460674157303,48.31460674157303,58.52600688268066,38.10320660046541,48.31460674157303,Elem Hybrid / HS Distance
55746,14640,237,2020-10-29,237,0,174,63,63,43.032786885245905,43.032786885245905,53.6591651018168,32.406408668675006,43.032786885245905,Elem Hybrid / HS Distance
55748,1210,25,2020-10-29,25,0,23,2,2,16.52892561983471,16.52892561983471,39.43684778720054,0,16.52892561983471,Elem In-Person / HS Hybrid
55749,370,2,2020-10-29,2,1,2,0,4,0,108.10810810810811,214.05405405405406,0,0,All Distance
55750,1750,21,2020-10-29,21,0,17,4,4,22.857142857142858,22.857142857142858,45.25714285714286,0.4571428571428576,22.857142857142858,All Hybrid
55751,1330,14,2020-10-29,14,0,2,12,12,90.22556390977444,90.22556390977444,141.2754824486466,39.17564537090227,90.22556390977444,All Distance
55752,350,11,2020-10-29,11,0,9,2,2,57.142857142857146,57.142857142857146,136.33881663575045,0,57.142857142857146,All Distance
55753,974,11,2020-10-29,11,0,9,2,2,20.53388090349076,20.53388090349076,48.99238790812388,0,20.53388090349076,All Hybrid
55756,370,2,2020-10-29,2,1,2,0,4,0,108.10810810810811,214.05405405405406,0,0,All Distance
55757,700,11,2020-10-29,11,0,8,3,3,42.85714285714286,42.85714285714286,91.35456546907143,0,42.85714285714286,Elem Hybrid / HS Distance
55758,125,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
55760,2380,36,2020-10-29,36,0,17,19,19,79.83193277310924,79.83193277310924,115.72874760226775,43.93511794395075,79.83193277310924,All Distance
55763,480,2,2020-10-29,2,1,2,0,4,0,83.33333333333333,165,0,0,Elem Hybrid / HS Distance
55764,494,12,2020-10-29,12,0,10,2,2,40.48582995951417,40.48582995951417,96.59632757593656,0,40.48582995951417,Elem Hybrid / HS Distance
55765,680,32,2020-10-29,32,0,30,2,2,29.41176470588235,29.41176470588235,70.17439091545978,0,29.41176470588235,All Hybrid
55766,22,2,2020-10-29,2,1,2,0,4,0,1818.1818181818182,3600,0,0,All Distance
55767,3040,67,2020-10-29,67,0,61,6,6,19.736842105263158,19.736842105263158,35.52960492057575,3.9440792899505643,19.736842105263158,Elem In-Person / HS Hybrid
55768,2620,59,2020-10-29,59,0,25,34,34,129.7709923664122,129.7709923664122,173.39185386983507,86.15013086298936,129.7709923664122,All Distance
55769,1990,35,2020-10-29,35,0,31,4,4,20.100502512562816,20.100502512562816,39.798994974874375,0.4020100502512567,20.100502512562816,All Hybrid
55771,1300,26,2020-10-29,26,0,17,9,9,69.23076923076923,69.23076923076923,114.46153846153845,24,69.23076923076923,All Distance
55772,178,9,2020-10-29,9,0,8,1,1,56.17977528089887,56.17977528089887,166.29213483146066,0,56.17977528089887,All Distance
55775,1080,37,2020-10-29,37,0,21,16,16,148.14814814814815,148.14814814814815,220.74074074074073,75.55555555555556,148.14814814814815,All Distance
55779,3620,60,2020-10-29,60,0,43,17,17,46.96132596685083,46.96132596685083,69.2853232768249,24.637328656876758,46.96132596685083,Elem Hybrid / HS Distance
55780,220,2,2020-10-29,2,1,2,0,4,0,181.8181818181818,360,0,0,All Distance
55781,640,14,2020-10-29,14,0,10,4,4,62.5,62.5,123.75,1.250000000000001,62.5,All Distance
55782,421,2,2020-10-29,2,1,2,0,4,0,95.01187648456057,188.12351543942992,0,0,Elem Hybrid / HS Distance
55783,2080,30,2020-10-29,30,0,24,6,6,28.846153846153847,28.846153846153847,51.927884114687636,5.764423577620056,28.846153846153847,All Hybrid
55784,116,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
55785,210,8,2020-10-29,8,0,8,0,0,0,0,0,0,0,All In-Person
55786,283,10,2020-10-29,10,0,10,0,0,0,0,0,0,0,All In-Person
55787,390,2,2020-10-29,2,1,2,0,4,0,102.56410256410257,203.0769230769231,0,0,All Distance
55790,1710,28,2020-10-29,28,0,19,9,9,52.63157894736842,52.63157894736842,87.01754385964912,18.24561403508772,52.63157894736842,All Distance
55792,8000,85,2020-10-29,85,0,59,26,26,32.5,32.5,44.99259780830232,20.00740219169768,32.5,Elem Hybrid / HS Distance
55793,560,16,2020-10-29,16,0,12,4,4,71.42857142857143,71.42857142857143,141.42857142857144,1.42857142857143,71.42857142857143,All Distance
55795,1230,97,2020-10-29,97,0,87,10,10,81.30081300813009,81.30081300813009,131.69157897504087,30.910047041219325,81.30081300813009,All Distance
55797,1450,18,2020-10-29,18,0,12,6,6,41.37931034482759,41.37931034482759,74.48965445417261,8.268966235482562,41.37931034482759,Elem Hybrid / HS Distance
55798,550,6,2020-10-29,6,0,2,4,4,72.72727272727273,72.72727272727273,144,1.454545454545456,72.72727272727273,All Distance
55802,1560,45,2020-10-29,45,0,39,6,6,38.46153846153847,38.46153846153847,69.23717881958352,7.685898103493408,38.46153846153847,Elem Hybrid / HS Distance
55803,16290,323,2020-10-29,323,0,237,86,86,52.79312461632903,52.79312461632903,63.951069521897836,41.635179710760234,52.79312461632903,All Distance
55804,14410,199,2020-10-29,199,0,160,39,39,27.064538514920194,27.064538514920194,35.55877590344265,18.570301126397737,27.064538514920194,All Hybrid
55805,6400,248,2020-10-29,248,0,193,55,55,85.9375,85.9375,108.64960786673046,63.22539213326953,85.9375,All Distance
55806,7090,129,2020-10-29,129,0,102,27,27,38.081805359661494,38.081805359661494,52.446345202404785,23.717265516918197,38.081805359661494,Elem Hybrid / HS Distance
55807,8250,111,2020-10-29,111,0,89,22,22,26.666666666666664,26.666666666666664,37.809957441519906,15.52337589181343,26.666666666666664,All Hybrid
55808,4960,87,2020-10-29,87,0,64,23,23,46.37096774193548,46.37096774193548,65.3222374711551,27.419698012715866,46.37096774193548,Elem Hybrid / HS Distance
55810,8030,145,2020-10-29,145,0,102,43,43,53.54919053549191,53.54919053549191,69.5548935337882,37.54348753719562,53.54919053549191,All Distance
55811,22120,574,2020-10-29,574,0,437,137,137,61.93490054249548,61.93490054249548,72.30615362794325,51.56364745704771,61.93490054249548,All Distance
