zip,pop,cases,date,total_cases,n_leq5,cases_lag,totalcases_last,totalcases_last_max,rate_last,rate_last_max,rate_last_ci_upper,rate_last_ci_lower,current_rate,school_opening_status
55812,5880,286,2020-10-29,286,0,234,52,52,88.43537414965988,88.43537414965988,112.47238265275311,64.3983656465666,88.43537414965988,All Distance
55814,10,2,2020-10-29,2,1,0,2,6,2000,6000,10800.999895855028,0,2000,All Distance
55901,52270,1247,2020-10-29,1247,0,1094,153,153,29.271092404821122,29.271092404821122,33.9092904301955,24.63289437944675,29.271092404821122,All Hybrid
55902,23240,357,2020-10-29,357,0,286,71,71,30.55077452667814,30.55077452667814,37.65716590164615,23.44438315171013,30.55077452667814,Elem Hybrid / HS Distance
55904,24660,953,2020-10-29,953,0,853,100,100,40.551500405515,40.551500405515,48.499594484995946,32.60340632603407,40.551500405515,Elem Hybrid / HS Distance
55905,121,2,2020-10-29,2,1,2,0,4,0,330.57851239669424,654.5454545454546,0,0,All Distance
55906,17890,321,2020-10-29,321,0,264,57,57,31.861375069871436,31.861375069871436,40.132853825114964,23.58989631462791,31.861375069871436,Elem Hybrid / HS Distance
55909,1230,21,2020-10-29,21,0,17,4,4,32.520325203252035,32.520325203252035,64.39024390243902,0.6504065040650413,32.520325203252035,Elem Hybrid / HS Distance
55910,1440,15,2020-10-29,15,0,2,13,13,90.27777777777777,90.27777777777777,139.3533368049265,41.202218750629044,90.27777777777777,All Distance
55912,27530,1381,2020-10-29,1381,0,1316,65,65,23.610606610969853,23.610606610969853,29.35053584695429,17.870677374985416,23.610606610969853,All Hybrid
55917,3360,42,2020-10-29,42,0,31,11,11,32.73809523809524,32.73809523809524,52.08507318183507,13.391117294355405,32.73809523809524,Elem Hybrid / HS Distance
55918,920,9,2020-10-29,9,0,7,2,2,21.73913043478261,21.73913043478261,51.86802806794854,0,21.73913043478261,All Hybrid
55919,910,31,2020-10-29,31,0,26,5,5,54.94505494505495,54.94505494505495,103.10651907581965,6.783590814290246,54.94505494505495,All Distance
55920,7710,155,2020-10-29,155,0,127,28,28,36.31647211413748,36.31647211413748,49.76828163342827,22.864662594846695,36.31647211413748,Elem Hybrid / HS Distance
55921,4390,29,2020-10-29,29,0,20,9,9,20.501138952164013,20.501138952164013,33.89521640091116,7.1070615034168565,20.501138952164013,All Hybrid
55922,630,2,2020-10-29,2,1,2,0,4,0,63.492063492063494,125.71428571428572,0,0,Elem Hybrid / HS Distance
55923,4340,62,2020-10-29,62,0,48,14,14,32.25806451612903,32.25806451612903,49.155872069301665,15.360256962956393,32.25806451612903,Elem Hybrid / HS Distance
55924,1280,28,2020-10-29,28,0,26,2,2,15.625,15.625,37.280145173838015,0,15.625,Elem In-Person / HS Hybrid
55925,1050,27,2020-10-29,27,0,20,7,7,66.66666666666667,66.66666666666667,116.0540244732057,17.27930886012764,66.66666666666667,All Distance
55926,710,13,2020-10-29,13,0,10,3,3,42.25352112676056,42.25352112676056,90.06788144838029,0,42.25352112676056,Elem Hybrid / HS Distance
55927,4210,101,2020-10-29,101,0,74,27,27,64.13301662707839,64.13301662707839,88.32413004395485,39.94190321020191,64.13301662707839,All Distance
55929,1190,33,2020-10-29,33,0,28,5,5,42.016806722689076,42.016806722689076,78.84616164621502,5.18745179916313,42.016806722689076,Elem Hybrid / HS Distance
55931,320,2,2020-10-29,2,1,2,0,4,0,125,247.5,0,0,All Distance
55932,1980,47,2020-10-29,47,0,34,13,13,65.65656565656566,65.65656565656566,101.3478813126738,29.96525000045748,65.65656565656566,All Distance
55933,250,2,2020-10-29,2,1,2,0,4,0,160,316.8,0,0,All Distance
55934,3260,50,2020-10-29,50,0,42,8,8,24.539877300613497,24.539877300613497,41.545144676388134,7.534609924838858,24.539877300613497,All Hybrid
55935,860,6,2020-10-29,6,0,2,4,4,46.51162790697674,46.51162790697674,92.09302325581395,0.9302325581395356,46.51162790697674,Elem Hybrid / HS Distance
55936,1810,27,2020-10-29,27,0,24,3,3,16.574585635359117,16.574585635359117,35.33049493279005,0,16.574585635359117,Elem In-Person / HS Hybrid
55939,1760,22,2020-10-29,22,0,13,9,9,51.13636363636363,51.13636363636363,84.54545454545453,17.727272727272727,51.13636363636363,All Distance
55940,2430,51,2020-10-29,51,0,38,13,13,53.497942386831276,53.497942386831276,82.57975514366015,24.416129630002395,53.497942386831276,All Distance
55941,1010,17,2020-10-29,17,0,9,8,8,79.20792079207921,79.20792079207921,134.09620954953002,24.31963203462839,79.20792079207921,All Distance
55943,2800,35,2020-10-29,35,0,23,12,12,42.85714285714286,42.85714285714286,67.10585416310714,18.608431551178576,42.85714285714286,Elem Hybrid / HS Distance
55944,7340,143,2020-10-29,143,0,124,19,19,25.885558583106267,25.885558583106267,37.525125244332045,14.245991921880488,25.885558583106267,All Hybrid
55945,1290,30,2020-10-29,30,0,21,9,9,69.76744186046511,69.76744186046511,115.34883720930232,24.186046511627907,69.76744186046511,All Distance
55946,3070,55,2020-10-29,55,0,36,19,19,61.88925081433224,61.88925081433224,89.71805188710007,34.060449741564426,61.88925081433224,All Distance
55947,7080,125,2020-10-29,125,0,93,32,32,45.19774011299435,45.19774011299435,60.857958091815064,29.537522134173642,45.19774011299435,Elem Hybrid / HS Distance
55949,1690,25,2020-10-29,25,0,15,10,10,59.171597633136095,59.171597633136095,95.84653381023683,22.496661456035365,59.171597633136095,All Distance
55950,134,6,2020-10-29,6,0,2,4,4,298.5074626865672,298.5074626865672,591.044776119403,5.970149253731349,298.5074626865672,All Distance
55951,1420,16,2020-10-29,16,0,14,2,2,14.084507042253522,14.084507042253522,33.60463790317793,0,14.084507042253522,Elem In-Person / HS Hybrid
55952,2450,70,2020-10-29,70,0,43,27,27,110.20408163265306,110.20408163265306,151.7733010143061,68.63486225100002,110.20408163265306,All Distance
55953,820,21,2020-10-29,21,0,21,0,0,0,0,0,0,0,All In-Person
55954,1270,11,2020-10-29,11,0,8,3,3,23.62204724409449,23.62204724409449,50.352910101062996,0,23.62204724409449,All Hybrid
55955,2790,79,2020-10-29,79,0,68,11,11,39.426523297491045,39.426523297491045,62.72610963833901,16.126936956643068,39.426523297491045,Elem Hybrid / HS Distance
55956,1830,22,2020-10-29,22,0,20,2,2,10.92896174863388,10.92896174863388,26.075729957657188,0,10.92896174863388,Elem In-Person / HS Hybrid
55957,680,12,2020-10-29,12,0,9,3,3,44.11764705882353,44.11764705882353,94.04146445345587,0,44.11764705882353,Elem Hybrid / HS Distance
55959,2000,35,2020-10-29,35,0,26,9,9,45,45,74.39999999999999,15.600000000000001,45,Elem Hybrid / HS Distance
55960,3280,64,2020-10-29,64,0,49,15,15,45.731707317073166,45.731707317073166,68.8751443858736,22.588270248272753,45.731707317073166,Elem Hybrid / HS Distance
55961,350,2,2020-10-29,2,1,2,0,4,0,114.28571428571429,226.2857142857143,0,0,All Distance
55962,670,10,2020-10-29,10,0,6,4,4,59.701492537313435,59.701492537313435,118.2089552238806,1.1940298507462697,59.701492537313435,All Distance
55963,5150,69,2020-10-29,69,0,55,14,14,27.184466019417474,27.184466019417474,41.424560151605675,12.944371887229272,27.184466019417474,All Hybrid
55964,4540,101,2020-10-29,101,0,82,19,19,41.85022026431718,41.85022026431718,60.66837429369982,23.032066234934533,41.85022026431718,Elem Hybrid / HS Distance
55965,2140,26,2020-10-29,26,0,22,4,4,18.69158878504673,18.69158878504673,37.00934579439252,0.3738317757009349,18.69158878504673,Elem In-Person / HS Hybrid
55967,910,17,2020-10-29,17,0,16,1,1,10.989010989010989,10.989010989010989,32.527472527472526,0,10.989010989010989,Elem In-Person / HS Hybrid
55968,97,2,2020-10-29,2,1,2,0,4,0,412.37113402061857,816.4948453608248,0,0,All Distance
55969,1080,13,2020-10-29,13,0,8,5,5,46.29629629629629,46.29629629629629,86.87678922129248,5.715803371300115,46.29629629629629,Elem Hybrid / HS Distance
55970,840,13,2020-10-29,13,0,10,3,3,35.714285714285715,35.714285714285715,76.12880455755952,0,35.714285714285715,Elem Hybrid / HS Distance
55971,2900,62,2020-10-29,62,0,51,11,11,37.93103448275862,37.93103448275862,60.34684341067787,15.515225554839365,37.93103448275862,Elem Hybrid / HS Distance
55972,4990,91,2020-10-29,91,0,69,22,22,44.08817635270541,44.08817635270541,62.51145268387559,25.664900021535225,44.08817635270541,Elem Hybrid / HS Distance
55973,260,6,2020-10-29,6,0,2,4,4,153.84615384615387,153.84615384615387,304.6153846153846,3.0769230769230793,153.84615384615387,All Distance
55974,1840,2,2020-10-29,2,1,2,0,4,0,21.73913043478261,43.04347826086956,0,0,Elem In-Person / HS Hybrid
55975,3840,67,2020-10-29,67,0,52,15,15,39.0625,39.0625,58.83085249626702,19.294147503732976,39.0625,Elem Hybrid / HS Distance
55976,7820,123,2020-10-29,123,0,97,26,26,33.248081841432224,33.248081841432224,46.02823305197168,20.46793063089277,33.248081841432224,Elem Hybrid / HS Distance
55977,210,2,2020-10-29,2,1,2,0,4,0,190.47619047619048,377.14285714285717,0,0,All Distance
55979,950,14,2020-10-29,14,0,13,1,1,10.526315789473683,10.526315789473683,31.157894736842106,0,10.526315789473683,Elem In-Person / HS Hybrid
55981,3550,82,2020-10-29,82,0,49,33,33,92.95774647887323,92.95774647887323,124.67420503440714,61.241287923339335,92.95774647887323,All Distance
55982,410,6,2020-10-29,6,0,6,0,0,0,0,0,0,0,All In-Person
55983,1420,18,2020-10-29,18,0,15,3,3,21.12676056338028,21.12676056338028,45.033940724190145,0,21.12676056338028,All Hybrid
55985,1710,21,2020-10-29,21,0,16,5,5,29.239766081871345,29.239766081871345,54.869551087132095,3.609981076610599,29.239766081871345,All Hybrid
55987,25640,1032,2020-10-29,1032,0,872,160,160,62.402496099843994,62.402496099843994,72.07186304825277,52.73312915143522,62.402496099843994,All Distance
55990,860,15,2020-10-29,15,0,14,1,1,11.627906976744185,11.627906976744185,34.41860465116279,0,11.627906976744185,Elem In-Person / HS Hybrid
55991,1280,16,2020-10-29,16,0,14,2,2,15.625,15.625,37.280145173838015,0,15.625,Elem In-Person / HS Hybrid
55992,4710,64,2020-10-29,64,0,51,13,13,27.60084925690021,27.60084925690021,42.60484182571001,12.596856688090407,27.60084925690021,All Hybrid
56001,35680,1752,2020-10-29,1752,0,1580,172,172,48.206278026905835,48.206278026905835,55.41063873746183,41.00191731634982,48.206278026905835,Elem Hybrid / HS Distance
56003,14010,431,2020-10-29,431,0,374,57,57,40.68522483940043,40.68522483940043,51.24744860323388,30.123001075566975,40.68522483940043,Elem Hybrid / HS Distance
56007,19070,579,2020-10-29,579,0,484,95,95,49.816465652857886,49.816465652857886,59.834146258954156,39.79878504676163,49.816465652857886,Elem Hybrid / HS Distance
56009,1450,24,2020-10-29,24,0,18,6,6,41.37931034482759,41.37931034482759,74.48965445417261,8.268966235482562,41.37931034482759,Elem Hybrid / HS Distance
56010,1010,19,2020-10-29,19,0,15,4,4,39.603960396039604,39.603960396039604,78.41584158415841,0.7920792079207928,39.603960396039604,Elem Hybrid / HS Distance
56011,8880,148,2020-10-29,148,0,120,28,28,31.53153153153153,31.53153153153153,43.210974256050896,19.852088807012166,31.53153153153153,Elem Hybrid / HS Distance
56013,4040,92,2020-10-29,92,0,80,12,12,29.702970297029704,29.702970297029704,46.50900783581683,12.896932758242578,29.702970297029704,All Hybrid
56014,660,18,2020-10-29,18,0,10,8,8,121.21212121212122,121.21212121212122,205.20783582579594,37.21640659844648,121.21212121212122,All Distance
56016,950,31,2020-10-29,31,0,23,8,8,84.21052631578947,84.21052631578947,142.56544383686875,25.855608794710186,84.21052631578947,All Distance
56017,1570,29,2020-10-29,29,0,24,5,5,31.847133757961785,31.847133757961785,59.76237729872349,3.9318902172000794,31.847133757961785,Elem Hybrid / HS Distance
56019,840,7,2020-10-29,7,0,7,0,0,0,0,0,0,0,All In-Person
56020,120,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
56021,1070,20,2020-10-29,20,0,17,3,3,28.037383177570092,28.037383177570092,59.76466899845794,0,28.037383177570092,All Hybrid
56022,95,2,2020-10-29,2,1,2,0,4,0,421.05263157894734,833.6842105263157,0,0,All Distance
56023,390,7,2020-10-29,7,0,6,1,1,25.641025641025642,25.641025641025642,75.8974358974359,0,25.641025641025642,All Hybrid
56024,3070,54,2020-10-29,54,0,44,10,10,32.57328990228013,32.57328990228013,52.7624241496092,12.384155654951064,32.57328990228013,Elem Hybrid / HS Distance
56025,520,11,2020-10-29,11,0,9,2,2,38.46153846153847,38.46153846153847,91.76651119713972,0,38.46153846153847,Elem Hybrid / HS Distance
56026,1870,28,2020-10-29,28,0,24,4,4,21.390374331550802,21.390374331550802,42.35294117647059,0.4278074866310164,21.390374331550802,All Hybrid
56027,680,14,2020-10-29,14,0,14,0,0,0,0,0,0,0,All In-Person
56028,1180,23,2020-10-29,23,0,20,3,3,25.423728813559322,25.423728813559322,54.193386295211866,0,25.423728813559322,All Hybrid
56029,610,10,2020-10-29,10,0,7,3,3,49.180327868852466,49.180327868852466,104.83310791532786,0,49.180327868852466,Elem Hybrid / HS Distance
56031,11280,385,2020-10-29,385,0,347,38,38,33.68794326241135,33.68794326241135,44.399159083173046,22.97672744164965,33.68794326241135,Elem Hybrid / HS Distance
56032,306,9,2020-10-29,9,0,9,0,0,0,0,0,0,0,All In-Person
56033,270,15,2020-10-29,15,0,6,9,9,333.3333333333333,333.3333333333333,551.1111111111111,115.55555555555556,333.3333333333333,All Distance
56034,540,8,2020-10-29,8,0,8,0,0,0,0,0,0,0,All In-Person
56035,556,11,2020-10-29,11,0,9,2,2,35.97122302158274,35.97122302158274,85.82479464480693,0,35.97122302158274,Elem Hybrid / HS Distance
56036,1770,25,2020-10-29,25,0,23,2,2,11.299435028248588,11.299435028248588,26.9596530070693,0,11.299435028248588,Elem In-Person / HS Hybrid
56037,1510,24,2020-10-29,24,0,21,3,3,19.867549668874172,19.867549668874172,42.34979856182119,0,19.867549668874172,Elem In-Person / HS Hybrid
56039,960,9,2020-10-29,9,0,7,2,2,20.833333333333332,20.833333333333332,49.70686023178401,0,20.833333333333332,All Hybrid
56041,1080,15,2020-10-29,15,0,15,0,0,0,0,0,0,0,All In-Person
56042,650,10,2020-10-29,10,0,6,4,4,61.53846153846154,61.53846153846154,121.84615384615385,1.230769230769232,61.53846153846154,All Distance
56043,500,8,2020-10-29,8,0,7,1,1,20,20,59.2,0,20,Elem In-Person / HS Hybrid
56044,1940,39,2020-10-29,39,0,32,7,7,36.08247422680412,36.08247422680412,62.8127452045701,9.352203249038157,36.08247422680412,Elem Hybrid / HS Distance
56045,790,7,2020-10-29,7,0,7,0,0,0,0,0,0,0,All In-Person
56046,59,2,2020-10-29,2,1,2,0,4,0,677.9661016949152,1342.3728813559321,0,0,All Distance
56047,75,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
56048,3910,99,2020-10-29,99,0,82,17,17,43.47826086956522,43.47826086956522,64.14651413353099,22.810007605599452,43.47826086956522,Elem Hybrid / HS Distance
56050,1360,33,2020-10-29,33,0,28,5,5,36.76470588235294,36.76470588235294,68.99039144043815,4.539020324267738,36.76470588235294,Elem Hybrid / HS Distance
56051,530,9,2020-10-29,9,0,6,3,3,56.60377358490565,56.60377358490565,120.65697326103773,0,56.60377358490565,All Distance
56052,700,16,2020-10-29,16,0,13,3,3,42.85714285714286,42.85714285714286,91.35456546907143,0,42.85714285714286,Elem Hybrid / HS Distance
56054,900,15,2020-10-29,15,0,6,9,9,100,100,165.33333333333331,34.666666666666664,100,All Distance
56055,3640,101,2020-10-29,101,0,94,7,7,19.230769230769234,19.230769230769234,33.47712244419395,4.984416017344512,19.230769230769234,Elem In-Person / HS Hybrid
56056,95,2,2020-10-29,2,1,2,0,4,0,421.05263157894734,833.6842105263157,0,0,All Distance
56057,3820,145,2020-10-29,145,0,128,17,17,44.50261780104712,44.50261780104712,65.65781944034192,23.347416161752317,44.50261780104712,Elem Hybrid / HS Distance
56058,5800,101,2020-10-29,101,0,77,24,24,41.37931034482759,41.37931034482759,57.93448239950009,24.824138290155073,41.37931034482759,Elem Hybrid / HS Distance
56060,390,8,2020-10-29,8,0,7,1,1,25.641025641025642,25.641025641025642,75.8974358974359,0,25.641025641025642,All Hybrid
56062,2970,219,2020-10-29,219,0,212,7,7,23.569023569023567,23.569023569023567,41.02920057133535,6.108846566711793,23.569023569023567,All Hybrid
56063,2650,57,2020-10-29,57,0,47,10,10,37.735849056603776,37.735849056603776,61.12477061860387,14.346927494603685,37.735849056603776,Elem Hybrid / HS Distance
56065,2520,31,2020-10-29,31,0,23,8,8,31.746031746031747,31.746031746031747,53.74490938294655,9.747154109116934,31.746031746031747,Elem Hybrid / HS Distance
56068,990,17,2020-10-29,17,0,11,6,6,60.60606060606061,60.60606060606061,109.10100904904068,12.11111216308052,60.60606060606061,All Distance
56069,4450,151,2020-10-29,151,0,125,26,26,58.42696629213483,58.42696629213483,80.8855690935772,35.96836349069246,58.42696629213483,All Distance
56071,11820,394,2020-10-29,394,0,299,95,95,80.37225042301183,80.37225042301183,96.53444747531775,64.21005337070595,80.37225042301183,All Distance
56072,2170,29,2020-10-29,29,0,26,3,3,13.824884792626728,13.824884792626728,29.469214667442394,0,13.824884792626728,Elem In-Person / HS Hybrid
56073,15510,244,2020-10-29,244,0,176,68,68,43.84268214055448,43.84268214055448,54.26342621045856,33.4219380706504,43.84268214055448,Elem Hybrid / HS Distance
56074,1990,51,2020-10-29,51,0,46,5,5,25.12562814070352,25.12562814070352,47.14921224070145,3.1020440407055903,25.12562814070352,All Hybrid
56075,125,2,2020-10-29,2,1,2,0,4,0,320,633.6,0,0,All Distance
56078,440,8,2020-10-29,8,0,8,0,0,0,0,0,0,0,All In-Person
56080,775,19,2020-10-29,19,0,19,0,0,0,0,0,0,0,All In-Person
56081,5790,291,2020-10-29,291,0,274,17,17,29.360967184801382,29.360967184801382,43.31828501936203,15.403649350240736,29.360967184801382,All Hybrid
56082,10960,245,2020-10-29,245,0,190,55,55,50.18248175182482,50.18248175182482,63.44502649152143,36.919937012128194,50.18248175182482,All Distance
56083,810,14,2020-10-29,14,0,11,3,3,37.03703703703704,37.03703703703704,78.9483899115432,0,37.03703703703704,Elem Hybrid / HS Distance
56085,5070,63,2020-10-29,63,0,53,10,10,19.723865877712033,19.723865877712033,31.94884460341228,7.498887152011788,19.723865877712033,Elem In-Person / HS Hybrid
56087,2820,47,2020-10-29,47,0,44,3,3,10.638297872340425,10.638297872340425,22.676665187358154,0,10.638297872340425,Elem In-Person / HS Hybrid
56088,1790,109,2020-10-29,109,0,95,14,14,78.2122905027933,78.2122905027933,119.18239373227331,37.24218727331327,78.2122905027933,All Distance
56089,180,2,2020-10-29,2,1,2,0,4,0,222.22222222222223,440,0,0,All Distance
56090,560,14,2020-10-29,14,0,10,4,4,71.42857142857143,71.42857142857143,141.42857142857144,1.42857142857143,71.42857142857143,All Distance
56091,340,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
56093,10990,821,2020-10-29,821,0,783,38,38,34.57688808007279,34.57688808007279,45.57074744842511,23.58302871172048,34.57688808007279,Elem Hybrid / HS Distance
56096,2700,47,2020-10-29,47,0,45,2,2,7.407407407407407,7.407407407407407,17.67355030463432,0,7.407407407407407,All In-Person
56097,3320,44,2020-10-29,44,0,30,14,14,42.16867469879518,42.16867469879518,64.25797734360519,20.079372053985168,42.16867469879518,Elem Hybrid / HS Distance
56098,1920,35,2020-10-29,35,0,29,6,6,31.25,31.25,56.255207790911605,6.244792209088393,31.25,Elem Hybrid / HS Distance
56101,5560,173,2020-10-29,173,0,144,29,29,52.15827338129497,52.15827338129497,71.14194788126551,33.174598881324414,52.15827338129497,All Distance
56110,1700,76,2020-10-29,76,0,59,17,17,100,100,147.53698250712128,52.46301749287875,100,All Distance
56111,430,2,2020-10-29,2,1,6,-4,0,-93.02325581395348,0,0,NaN,-93.02325581395348,All In-Person
56113,240,6,2020-10-29,6,0,6,0,0,0,0,0,0,0,All In-Person
56114,350,9,2020-10-29,9,0,9,0,0,0,0,0,0,0,All In-Person
56115,1240,35,2020-10-29,35,0,27,8,8,64.51612903225806,64.51612903225806,109.22352552018171,19.808732544334415,64.51612903225806,All Distance
56116,560,20,2020-10-29,20,0,16,4,4,71.42857142857143,71.42857142857143,141.42857142857144,1.42857142857143,71.42857142857143,All Distance
56117,400,19,2020-10-29,19,0,13,6,6,150,150,270.02499739637574,29.97500260362429,150,All Distance
56118,390,7,2020-10-29,7,0,7,0,0,0,0,0,0,0,All In-Person
56119,980,52,2020-10-29,52,0,43,9,9,91.83673469387756,91.83673469387756,151.83673469387753,31.836734693877553,91.83673469387756,All Distance
56120,1040,53,2020-10-29,53,0,50,3,3,28.846153846153847,28.846153846153847,61.48864983495192,0,28.846153846153847,All Hybrid
56121,560,20,2020-10-29,20,0,18,2,2,35.714285714285715,35.714285714285715,85.21176039734404,0,35.714285714285715,Elem Hybrid / HS Distance
56122,510,54,2020-10-29,54,0,48,6,6,117.6470588235294,117.6470588235294,211.78431168343195,23.509805963626896,117.6470588235294,All Distance
56123,470,11,2020-10-29,11,0,2,9,9,191.48936170212767,191.48936170212767,316.59574468085106,66.38297872340425,191.48936170212767,All Distance
56125,59,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
56127,380,8,2020-10-29,8,0,7,1,1,26.31578947368421,26.31578947368421,77.89473684210526,0,26.31578947368421,All Hybrid
56128,1950,93,2020-10-29,93,0,74,19,19,97.435897435897445,97.435897435897445,141.24842015046013,53.62337472133477,97.435897435897445,All Distance
56129,700,46,2020-10-29,46,0,39,7,7,100,100,174.08103670980856,25.918963290191463,100,All Distance
56131,2070,103,2020-10-29,103,0,79,24,24,115.94202898550725,115.94202898550725,162.32850140922733,69.55555656178717,115.94202898550725,All Distance
56132,480,2,2020-10-29,2,1,2,0,4,0,83.33333333333333,165,0,0,Elem Hybrid / HS Distance
56134,350,13,2020-10-29,13,0,8,5,5,142.85714285714286,142.85714285714286,268.0769495971311,17.637336117154643,142.85714285714286,All Distance
56136,880,34,2020-10-29,34,0,18,16,16,181.8181818181818,181.8181818181818,270.9090909090909,92.72727272727272,181.8181818181818,All Distance
56137,1030,41,2020-10-29,41,0,27,14,14,135.92233009708738,135.92233009708738,207.12280075802838,64.72185943614636,135.92233009708738,All Distance
56138,810,69,2020-10-29,69,0,55,14,14,172.8395061728395,172.8395061728395,263.3783762725546,82.30063607312438,172.8395061728395,All Distance
56139,350,19,2020-10-29,19,0,18,1,1,28.571428571428573,28.571428571428573,84.57142857142857,0,28.571428571428573,All Hybrid
56140,59,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
56141,310,8,2020-10-29,8,0,7,1,1,32.25806451612903,32.25806451612903,95.48387096774194,0,32.25806451612903,Elem Hybrid / HS Distance
56142,890,38,2020-10-29,38,0,33,5,5,56.17977528089887,56.17977528089887,105.42351950448976,6.936031057308005,56.17977528089887,All Distance
56143,4180,82,2020-10-29,82,0,74,8,8,19.138755980861244,19.138755980861244,32.40123723565199,5.876274726070497,19.138755980861244,Elem In-Person / HS Hybrid
56144,1040,44,2020-10-29,44,0,36,8,8,76.92307692307693,76.92307692307693,130.22804965867817,23.618104187475648,76.92307692307693,All Distance
56145,540,11,2020-10-29,11,0,7,4,4,74.07407407407408,74.07407407407408,146.66666666666666,1.4814814814814827,74.07407407407408,All Distance
56146,33,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
56147,198,13,2020-10-29,13,0,8,5,5,252.5252525252525,252.5252525252525,473.87339575250445,31.177109298000627,252.5252525252525,All Distance
56149,1170,39,2020-10-29,39,0,31,8,8,68.37606837606837,68.37606837606837,115.7582663632695,20.993870388867244,68.37606837606837,All Distance
56150,2610,67,2020-10-29,67,0,55,12,12,45.97701149425287,45.97701149425287,71.990954657739465,19.963068330766287,45.97701149425287,Elem Hybrid / HS Distance
56151,800,23,2020-10-29,23,0,19,4,4,50,50,99,1.0000000000000009,50,Elem Hybrid / HS Distance
56152,1230,15,2020-10-29,15,0,12,3,3,24.390243902439025,24.390243902439025,51.990403112479676,0,24.390243902439025,All Hybrid
56153,214,15,2020-10-29,15,0,8,7,7,327.10280373831773,327.10280373831773,569.423951854514,84.7816556221216,327.10280373831773,All Distance
56155,400,29,2020-10-29,29,0,29,0,0,0,0,0,0,0,All In-Person
56156,5650,200,2020-10-29,200,0,152,48,48,84.95575221238938,84.95575221238938,108.98987315281417,60.92163127196461,84.95575221238938,All Distance
56157,680,14,2020-10-29,14,0,12,2,2,29.41176470588235,29.41176470588235,70.17439091545978,0,29.41176470588235,All Hybrid
56158,380,17,2020-10-29,17,0,15,2,2,52.63157894736842,52.63157894736842,125.57522584871751,0,52.63157894736842,All Distance
56159,2540,75,2020-10-29,75,0,72,3,3,11.811023622047244,11.811023622047244,25.176455050531498,0,11.811023622047244,Elem In-Person / HS Hybrid
56160,220,2,2020-10-29,2,1,2,0,4,0,181.8181818181818,360,0,0,All Distance
56161,400,15,2020-10-29,15,0,15,0,0,0,0,0,0,0,All In-Person
56162,230,2,2020-10-29,2,1,2,0,4,0,173.91304347826087,344.3478260869565,0,0,All Distance
56164,5310,229,2020-10-29,229,0,201,28,28,52.73069679849341,52.73069679849341,72.26242022480828,33.198973372178536,52.73069679849341,All Distance
56165,350,23,2020-10-29,23,0,21,2,2,57.142857142857146,57.142857142857146,136.33881663575045,0,57.142857142857146,All Distance
56166,207,2,2020-10-29,2,1,2,0,4,0,193.2367149758454,382.60869565217394,0,0,All Distance
56167,590,23,2020-10-29,23,0,14,9,9,152.54237288135593,152.54237288135593,252.20338983050848,52.8813559322034,152.54237288135593,All Distance
56168,910,42,2020-10-29,42,0,37,5,5,54.94505494505495,54.94505494505495,103.10651907581965,6.783590814290246,54.94505494505495,All Distance
56169,710,20,2020-10-29,20,0,16,4,4,56.33802816901409,56.33802816901409,111.54929577464789,1.1267605633802829,56.33802816901409,All Distance
56170,530,9,2020-10-29,9,0,6,3,3,56.60377358490565,56.60377358490565,120.65697326103773,0,56.60377358490565,All Distance
56171,1570,34,2020-10-29,34,0,31,3,3,19.10828025477707,19.10828025477707,40.73133492251593,0,19.10828025477707,Elem In-Person / HS Hybrid
56172,2780,97,2020-10-29,97,0,63,34,34,122.3021582733813,122.3021582733813,163.41246659675105,81.19184995001154,122.3021582733813,All Distance
56173,340,11,2020-10-29,11,0,8,3,3,88.23529411764706,88.23529411764706,188.08292890691175,0,88.23529411764706,All Distance
56174,350,2,2020-10-29,2,1,2,0,4,0,114.28571428571429,226.2857142857143,0,0,All Distance
56175,2740,78,2020-10-29,78,0,60,18,18,65.69343065693431,65.69343065693431,96.04224725092627,35.34461406294235,65.69343065693431,All Distance
56176,1000,34,2020-10-29,34,0,30,4,4,40,40,79.2,0.8000000000000007,40,Elem Hybrid / HS Distance
56177,95,0,2020-10-29,0,0,0,0,0,0,0,0,0,0,All In-Person
56178,1590,67,2020-10-29,67,0,53,14,14,88.0503144654088,88.0503144654088,134.17388979922595,41.92673913159167,88.0503144654088,All Distance
56180,1200,14,2020-10-29,14,0,9,5,5,41.666666666666664,41.666666666666664,78.18911029916323,5.144223034170103,41.666666666666664,Elem Hybrid / HS Distance
56181,990,22,2020-10-29,22,0,17,5,5,50.50505050505051,50.50505050505051,94.77467915050087,6.235421859600125,50.50505050505051,All Distance
56183,1070,23,2020-10-29,23,0,18,5,5,46.72897196261682,46.72897196261682,87.68872183083727,5.769222094396378,46.72897196261682,Elem Hybrid / HS Distance
56185,550,28,2020-10-29,28,0,26,2,2,36.36363636363637,36.36363636363637,86.7610651318412,0,36.36363636363637,Elem Hybrid / HS Distance
56186,320,2,2020-10-29,2,1,2,0,4,0,125,247.5,0,0,All Distance
