ZIPCODE,CASES,DATE
56215,59,9/17/2020
56216,7,9/17/2020
56218,<=5,9/17/2020
56219,6,9/17/2020
56220,64,9/17/2020
56221,7,9/17/2020
56222,21,9/17/2020
56223,26,9/17/2020
56224,0,9/17/2020
56225,14,9/17/2020
56226,0,9/17/2020
56227,0,9/17/2020
56228,<=5,9/17/2020
56229,30,9/17/2020
56230,<=5,9/17/2020
56231,0,9/17/2020
56232,25,9/17/2020
56235,<=5,9/17/2020
56236,<=5,9/17/2020
56237,<=5,9/17/2020
56239,22,9/17/2020
56240,13,9/17/2020
56241,24,9/17/2020
56243,11,9/17/2020
56244,24,9/17/2020
56245,7,9/17/2020
56248,21,9/17/2020
56249,<=5,9/17/2020
56251,19,9/17/2020
56252,13,9/17/2020
56253,9,9/17/2020
56255,<=5,9/17/2020
56256,7,9/17/2020
56257,<=5,9/17/2020
56258,421,9/17/2020
56260,<=5,9/17/2020
56262,22,9/17/2020
56263,<=5,9/17/2020
56264,79,9/17/2020
56265,130,9/17/2020
56266,7,9/17/2020
56267,60,9/17/2020
56270,<=5,9/17/2020
56271,13,9/17/2020
56273,29,9/17/2020
56274,7,9/17/2020
56276,0,9/17/2020
56277,31,9/17/2020
56278,30,9/17/2020
56279,20,9/17/2020
56280,10,9/17/2020
56281,14,9/17/2020
56282,19,9/17/2020
56283,39,9/17/2020
56284,24,9/17/2020
56285,8,9/17/2020
56287,<=5,9/17/2020
56288,23,9/17/2020
56289,7,9/17/2020
56291,15,9/17/2020
56292,<=5,9/17/2020
56293,12,9/17/2020
56294,0,9/17/2020
56295,<=5,9/17/2020
56296,17,9/17/2020
56297,10,9/17/2020
56301,1132,9/17/2020
56302,15,9/17/2020
56303,605,9/17/2020
56304,537,9/17/2020
56307,71,9/17/2020
56308,159,9/17/2020
56309,9,9/17/2020
56310,42,9/17/2020
56311,<=5,9/17/2020
56312,17,9/17/2020
56313,0,9/17/2020
56314,<=5,9/17/2020
56315,13,9/17/2020
56316,21,9/17/2020
56317,0,9/17/2020
56318,9,9/17/2020
56319,<=5,9/17/2020
56320,182,9/17/2020
56321,6,9/17/2020
56323,<=5,9/17/2020
56324,<=5,9/17/2020
56325,<=5,9/17/2020
56326,10,9/17/2020
56327,<=5,9/17/2020
56328,<=5,9/17/2020
56329,80,9/17/2020
56330,<=5,9/17/2020
56331,22,9/17/2020
56332,11,9/17/2020
56333,0,9/17/2020
56334,43,9/17/2020
56335,0,9/17/2020
56336,25,9/17/2020
56338,12,9/17/2020
56339,7,9/17/2020
56340,19,9/17/2020
56341,<=5,9/17/2020
56342,<=5,9/17/2020
56343,<=5,9/17/2020
56344,0,9/17/2020
56345,67,9/17/2020
56347,334,9/17/2020
56349,0,9/17/2020
56350,<=5,9/17/2020
56352,212,9/17/2020
56353,49,9/17/2020
56354,<=5,9/17/2020
56355,<=5,9/17/2020
56356,<=5,9/17/2020
56357,8,9/17/2020
56358,10,9/17/2020
56359,18,9/17/2020
56360,23,9/17/2020
56361,<=5,9/17/2020
56362,66,9/17/2020
56363,<=5,9/17/2020
56364,37,9/17/2020
56367,49,9/17/2020
56368,63,9/17/2020
56369,45,9/17/2020
56371,<=5,9/17/2020
56372,0,9/17/2020
56373,21,9/17/2020
56374,159,9/17/2020
56375,11,9/17/2020
56376,<=5,9/17/2020
56377,256,9/17/2020
56378,101,9/17/2020
56379,213,9/17/2020
56381,15,9/17/2020
56382,8,9/17/2020
56384,10,9/17/2020
56385,8,9/17/2020
56386,0,9/17/2020
56387,428,9/17/2020
56388,0,9/17/2020
56389,0,9/17/2020
56393,0,9/17/2020
56395,0,9/17/2020
56396,0,9/17/2020
56397,0,9/17/2020
56398,0,9/17/2020
56399,0,9/17/2020
56401,184,9/17/2020
56425,56,9/17/2020
56430,0,9/17/2020
56431,29,9/17/2020
56433,<=5,9/17/2020
56434,<=5,9/17/2020
56435,<=5,9/17/2020
56436,<=5,9/17/2020
56437,6,9/17/2020
56438,44,9/17/2020
56440,16,9/17/2020
56441,11,9/17/2020
56442,17,9/17/2020
56443,<=5,9/17/2020
56444,<=5,9/17/2020
56446,10,9/17/2020
56447,<=5,9/17/2020
56448,<=5,9/17/2020
56449,<=5,9/17/2020
56450,8,9/17/2020
56452,<=5,9/17/2020
56453,<=5,9/17/2020
56455,<=5,9/17/2020
56456,0,9/17/2020
56458,<=5,9/17/2020
56459,0,9/17/2020
56461,14,9/17/2020
56464,14,9/17/2020
56465,28,9/17/2020
56466,6,9/17/2020
56467,<=5,9/17/2020
56468,45,9/17/2020
56469,12,9/17/2020
56470,33,9/17/2020
56472,44,9/17/2020
56473,13,9/17/2020
56474,22,9/17/2020
56475,10,9/17/2020
56477,21,9/17/2020
56478,0,9/17/2020
56479,18,9/17/2020
56481,12,9/17/2020
56482,22,9/17/2020
56484,22,9/17/2020
56501,124,9/17/2020
56502,<=5,9/17/2020
56510,15,9/17/2020
56511,15,9/17/2020
56514,31,9/17/2020
56515,17,9/17/2020
56516,<=5,9/17/2020
56517,<=5,9/17/2020
56518,<=5,9/17/2020
56519,<=5,9/17/2020
56520,44,9/17/2020
56521,9,9/17/2020
56522,<=5,9/17/2020
56523,0,9/17/2020
56524,<=5,9/17/2020
56525,<=5,9/17/2020
56527,<=5,9/17/2020
56528,6,9/17/2020
56529,80,9/17/2020
56531,15,9/17/2020
56533,<=5,9/17/2020
56534,<=5,9/17/2020
56535,14,9/17/2020
56536,<=5,9/17/2020
56537,119,9/17/2020
56538,0,9/17/2020
56540,12,9/17/2020
56541,<=5,9/17/2020
56542,8,9/17/2020
56543,<=5,9/17/2020
56544,28,9/17/2020
56545,<=5,9/17/2020
56546,<=5,9/17/2020
56547,32,9/17/2020
56548,11,9/17/2020
56549,46,9/17/2020
56550,<=5,9/17/2020
56551,<=5,9/17/2020
56552,0,9/17/2020
56553,<=5,9/17/2020
56554,25,9/17/2020
56556,<=5,9/17/2020
56557,25,9/17/2020
56560,963,9/17/2020
56561,0,9/17/2020
56562,9,9/17/2020
56563,<=5,9/17/2020
56565,<=5,9/17/2020
56566,<=5,9/17/2020
56567,7,9/17/2020
56568,0,9/17/2020
56569,19,9/17/2020
56570,<=5,9/17/2020
56571,7,9/17/2020
56572,96,9/17/2020
56573,40,9/17/2020
56574,<=5,9/17/2020
56575,<=5,9/17/2020
56576,<=5,9/17/2020
56577,0,9/17/2020
56578,7,9/17/2020
56579,<=5,9/17/2020
56580,12,9/17/2020
56581,<=5,9/17/2020
56583,0,9/17/2020
56584,8,9/17/2020
56585,12,9/17/2020
56586,15,9/17/2020
56587,7,9/17/2020
56588,<=5,9/17/2020
56589,11,9/17/2020
56590,<=5,9/17/2020
56591,<=5,9/17/2020
56592,<=5,9/17/2020
56593,0,9/17/2020
56594,<=5,9/17/2020
56601,287,9/17/2020
56619,<=5,9/17/2020
56621,10,9/17/2020
56623,15,9/17/2020
56626,<=5,9/17/2020
56627,0,9/17/2020
56628,6,9/17/2020
56629,0,9/17/2020
56630,6,9/17/2020
56631,0,9/17/2020
56633,24,9/17/2020
56634,7,9/17/2020
56636,39,9/17/2020
56637,0,9/17/2020
56639,<=5,9/17/2020
56641,<=5,9/17/2020
56644,<=5,9/17/2020
56646,0,9/17/2020
56647,<=5,9/17/2020
56649,80,9/17/2020
56650,<=5,9/17/2020
56651,<=5,9/17/2020
56652,<=5,9/17/2020
56653,13,9/17/2020
56654,<=5,9/17/2020
56655,13,9/17/2020
56657,0,9/17/2020
56658,0,9/17/2020
56659,0,9/17/2020
56660,<=5,9/17/2020
56661,<=5,9/17/2020
56662,<=5,9/17/2020
56663,<=5,9/17/2020
56666,9,9/17/2020
56667,<=5,9/17/2020
56668,<=5,9/17/2020
56669,0,9/17/2020
56670,20,9/17/2020
56671,19,9/17/2020
56672,<=5,9/17/2020
56673,<=5,9/17/2020
56676,<=5,9/17/2020
56678,10,9/17/2020
56679,<=5,9/17/2020
56680,0,9/17/2020
56681,<=5,9/17/2020
56682,0,9/17/2020
56683,<=5,9/17/2020
56684,0,9/17/2020
56685,<=5,9/17/2020
56686,<=5,9/17/2020
56687,0,9/17/2020
56688,0,9/17/2020
56701,107,9/17/2020
56710,<=5,9/17/2020
56711,0,9/17/2020
56713,<=5,9/17/2020
56714,8,9/17/2020
56715,0,9/17/2020
56716,58,9/17/2020
56720,0,9/17/2020
56721,147,9/17/2020
56722,<=5,9/17/2020
56723,<=5,9/17/2020
56724,0,9/17/2020
56725,<=5,9/17/2020
56726,<=5,9/17/2020
56727,<=5,9/17/2020
56728,<=5,9/17/2020
56729,0,9/17/2020
56731,0,9/17/2020
56732,0,9/17/2020
56733,<=5,9/17/2020
56734,0,9/17/2020
56735,8,9/17/2020
56736,<=5,9/17/2020
56737,<=5,9/17/2020
56738,8,9/17/2020
56740,0,9/17/2020
56741,0,9/17/2020
56742,6,9/17/2020
56744,<=5,9/17/2020
56748,<=5,9/17/2020
56750,30,9/17/2020
56751,46,9/17/2020
56754,<=5,9/17/2020
56755,0,9/17/2020
56756,<=5,9/17/2020
56757,<=5,9/17/2020
56758,0,9/17/2020
56759,<=5,9/17/2020
56760,0,9/17/2020
56761,<=5,9/17/2020
56762,20,9/17/2020
56763,34,9/17/2020
55001,25,9/24/2020
55002,0,9/24/2020
55003,24,9/24/2020
55005,30,9/24/2020
55006,17,9/24/2020
55007,18,9/24/2020
55008,98,9/24/2020
55009,76,9/24/2020
55010,0,9/24/2020
55011,99,9/24/2020
55012,19,9/24/2020
55013,55,9/24/2020
55014,375,9/24/2020
55016,547,9/24/2020
55017,6,9/24/2020
55018,<=5,9/24/2020
55019,9,9/24/2020
55020,32,9/24/2020
55021,1002,9/24/2020
55024,406,9/24/2020
55025,239,9/24/2020
55026,<=5,9/24/2020
55027,16,9/24/2020
55029,0,9/24/2020
55030,8,9/24/2020
55031,18,9/24/2020
55032,25,9/24/2020
55033,362,9/24/2020
55036,<=5,9/24/2020
55037,23,9/24/2020
55038,268,9/24/2020
55040,132,9/24/2020
55041,43,9/24/2020
55042,166,9/24/2020
55043,31,9/24/2020
55044,864,9/24/2020
55045,49,9/24/2020
55046,37,9/24/2020
55047,20,9/24/2020
55049,25,9/24/2020
55051,83,9/24/2020
55052,18,9/24/2020
55053,<=5,9/24/2020
55054,26,9/24/2020
55055,75,9/24/2020
55056,115,9/24/2020
55057,238,9/24/2020
55060,465,9/24/2020
55063,40,9/24/2020
55065,<=5,9/24/2020
55066,117,9/24/2020
55067,0,9/24/2020
55068,424,9/24/2020
55069,29,9/24/2020
55070,85,9/24/2020
55071,98,9/24/2020
55072,113,9/24/2020
55073,15,9/24/2020
55074,20,9/24/2020
55075,435,9/24/2020
55076,386,9/24/2020
55077,291,9/24/2020
55078,0,9/24/2020
55079,64,9/24/2020
55080,19,9/24/2020
55082,446,9/24/2020
55083,<=5,9/24/2020
55084,14,9/24/2020
55085,<=5,9/24/2020
55087,<=5,9/24/2020
55088,18,9/24/2020
55089,22,9/24/2020
55090,<=5,9/24/2020
55092,91,9/24/2020
55101,117,9/24/2020
55102,318,9/24/2020
55103,373,9/24/2020
55104,860,9/24/2020
55105,260,9/24/2020
55106,1490,9/24/2020
55107,375,9/24/2020
55108,243,9/24/2020
55109,784,9/24/2020
55110,503,9/24/2020
55111,<=5,9/24/2020
55112,921,9/24/2020
55113,768,9/24/2020
55114,105,9/24/2020
55115,146,9/24/2020
55116,419,9/24/2020
55117,1101,9/24/2020
55118,666,9/24/2020
55119,932,9/24/2020
55120,73,9/24/2020
55121,198,9/24/2020
55122,541,9/24/2020
55123,363,9/24/2020
55124,940,9/24/2020
55125,679,9/24/2020
55126,315,9/24/2020
55127,236,9/24/2020
55128,508,9/24/2020
55129,479,9/24/2020
55130,584,9/24/2020
55133,0,9/24/2020
55144,<=5,9/24/2020
55145,0,9/24/2020
55146,0,9/24/2020
55150,<=5,9/24/2020
55155,<=5,9/24/2020
55161,0,9/24/2020
55164,<=5,9/24/2020
55165,0,9/24/2020
55166,0,9/24/2020
55168,<=5,9/24/2020
55169,0,9/24/2020
55170,0,9/24/2020
55171,0,9/24/2020
55172,0,9/24/2020
55175,0,9/24/2020
55177,0,9/24/2020
55187,<=5,9/24/2020
55188,0,9/24/2020
55191,0,9/24/2020
55301,176,9/24/2020
55302,74,9/24/2020
55303,725,9/24/2020
55304,591,9/24/2020
55305,306,9/24/2020
55306,383,9/24/2020
55307,45,9/24/2020
55308,70,9/24/2020
55309,214,9/24/2020
55310,14,9/24/2020
55311,459,9/24/2020
55312,8,9/24/2020
55313,285,9/24/2020
55314,8,9/24/2020
55315,92,9/24/2020
55316,400,9/24/2020
55317,298,9/24/2020
55318,466,9/24/2020
55319,35,9/24/2020
55320,48,9/24/2020
55321,23,9/24/2020
55322,33,9/24/2020
55323,0,9/24/2020
55324,7,9/24/2020
55325,36,9/24/2020
55327,83,9/24/2020
55328,83,9/24/2020
55329,27,9/24/2020
55330,437,9/24/2020
55331,298,9/24/2020
55332,7,9/24/2020
55333,10,9/24/2020
55334,59,9/24/2020
55335,24,9/24/2020
55336,217,9/24/2020
55337,983,9/24/2020
55338,14,9/24/2020
55339,8,9/24/2020
55340,77,9/24/2020
55341,37,9/24/2020
55342,18,9/24/2020
55343,586,9/24/2020
55344,287,9/24/2020
55345,231,9/24/2020
55346,224,9/24/2020
55347,308,9/24/2020
55348,0,9/24/2020
55349,36,9/24/2020
55350,145,9/24/2020
55352,128,9/24/2020
55353,21,9/24/2020
55354,40,9/24/2020
55355,85,9/24/2020
55356,67,9/24/2020
55357,43,9/24/2020
55358,42,9/24/2020
55359,41,9/24/2020
55360,39,9/24/2020
55361,0,9/24/2020
55362,222,9/24/2020
55363,74,9/24/2020
55364,149,9/24/2020
55365,0,9/24/2020
55366,<=5,9/24/2020
55367,10,9/24/2020
55368,22,9/24/2020
55369,613,9/24/2020
55370,<=5,9/24/2020
55371,115,9/24/2020
55372,491,9/24/2020
55373,49,9/24/2020
55374,228,9/24/2020
55375,39,9/24/2020
55376,278,9/24/2020
55377,0,9/24/2020
55378,542,9/24/2020
55379,1011,9/24/2020
55380,0,9/24/2020
55381,9,9/24/2020
55382,25,9/24/2020
55383,0,9/24/2020
55384,47,9/24/2020
55385,7,9/24/2020
55386,117,9/24/2020
55387,199,9/24/2020
55388,48,9/24/2020
55389,19,9/24/2020
55390,31,9/24/2020
55391,252,9/24/2020
55392,0,9/24/2020
55393,0,9/24/2020
55394,0,9/24/2020
55395,31,9/24/2020
55396,18,9/24/2020
55397,15,9/24/2020
55398,147,9/24/2020
55399,0,9/24/2020
55401,190,9/24/2020
55402,18,9/24/2020
55403,304,9/24/2020
55404,1278,9/24/2020
55405,370,9/24/2020
55406,636,9/24/2020
55407,1396,9/24/2020
55408,1097,9/24/2020
55409,285,9/24/2020
55410,188,9/24/2020
55411,1027,9/24/2020
55412,515,9/24/2020
55413,303,9/24/2020
55414,621,9/24/2020
55415,119,9/24/2020
55416,588,9/24/2020
55417,318,9/24/2020
55418,633,9/24/2020
55419,375,9/24/2020
55420,609,9/24/2020
55421,958,9/24/2020
55422,574,9/24/2020
55423,988,9/24/2020
55424,184,9/24/2020
55425,317,9/24/2020
55426,490,9/24/2020
55427,453,9/24/2020
55428,1217,9/24/2020
55429,907,9/24/2020
55430,844,9/24/2020
55431,342,9/24/2020
55432,787,9/24/2020
55433,647,9/24/2020
55434,523,9/24/2020
55435,261,9/24/2020
55436,260,9/24/2020
55437,311,9/24/2020
55438,205,9/24/2020
55439,126,9/24/2020
55440,24,9/24/2020
55441,290,9/24/2020
55442,137,9/24/2020
55443,1073,9/24/2020
55444,469,9/24/2020
55445,317,9/24/2020
55446,300,9/24/2020
55447,257,9/24/2020
55448,508,9/24/2020
55449,521,9/24/2020
55450,<=5,9/24/2020
55454,425,9/24/2020
55455,9,9/24/2020
55458,<=5,9/24/2020
55459,0,9/24/2020
55460,0,9/24/2020
55467,0,9/24/2020
55468,0,9/24/2020
55470,<=5,9/24/2020
55472,0,9/24/2020
55473,0,9/24/2020
55474,0,9/24/2020
55478,0,9/24/2020
55479,0,9/24/2020
55480,0,9/24/2020
55483,0,9/24/2020
55484,0,9/24/2020
55485,0,9/24/2020
55486,0,9/24/2020
55487,0,9/24/2020
55488,<=5,9/24/2020
55550,0,9/24/2020
55551,0,9/24/2020
55552,0,9/24/2020
55553,0,9/24/2020
55554,0,9/24/2020
55555,<=5,9/24/2020
55556,0,9/24/2020
55557,0,9/24/2020
55558,0,9/24/2020
55559,0,9/24/2020
55560,0,9/24/2020
55561,0,9/24/2020
55562,0,9/24/2020
55563,0,9/24/2020
55564,0,9/24/2020
55565,0,9/24/2020
55566,0,9/24/2020
55567,0,9/24/2020
55568,0,9/24/2020
55569,0,9/24/2020
55570,0,9/24/2020
55571,0,9/24/2020
55572,0,9/24/2020
55573,0,9/24/2020
55574,0,9/24/2020
55575,0,9/24/2020
55576,0,9/24/2020
55577,0,9/24/2020
55578,0,9/24/2020
55579,0,9/24/2020
55580,0,9/24/2020
55581,0,9/24/2020
55582,0,9/24/2020
55583,0,9/24/2020
55584,0,9/24/2020
55585,0,9/24/2020
55586,0,9/24/2020
55587,0,9/24/2020
55588,0,9/24/2020
55589,0,9/24/2020
55590,0,9/24/2020
55591,0,9/24/2020
55592,0,9/24/2020
55593,0,9/24/2020
55594,0,9/24/2020
55595,0,9/24/2020
55596,0,9/24/2020
55597,0,9/24/2020
55598,0,9/24/2020
55599,0,9/24/2020
55601,<=5,9/24/2020
55602,0,9/24/2020
55603,<=5,9/24/2020
55604,<=5,9/24/2020
55605,<=5,9/24/2020
55606,0,9/24/2020
55607,<=5,9/24/2020
55609,<=5,9/24/2020
55612,<=5,9/24/2020
55613,0,9/24/2020
55614,13,9/24/2020
55615,<=5,9/24/2020
55616,34,9/24/2020
55702,<=5,9/24/2020
55703,0,9/24/2020
55704,<=5,9/24/2020
55705,<=5,9/24/2020
55706,10,9/24/2020
55707,22,9/24/2020
55708,<=5,9/24/2020
55709,36,9/24/2020
55710,6,9/24/2020
55711,<=5,9/24/2020
55712,<=5,9/24/2020
55713,<=5,9/24/2020
55716,<=5,9/24/2020
55717,<=5,9/24/2020
55718,10,9/24/2020
55719,26,9/24/2020
55720,101,9/24/2020
55721,18,9/24/2020
55722,6,9/24/2020
55723,<=5,9/24/2020
55724,<=5,9/24/2020
55725,0,9/24/2020
55726,9,9/24/2020
55730,0,9/24/2020
55731,36,9/24/2020
55732,9,9/24/2020
55733,42,9/24/2020
55734,42,9/24/2020
55735,7,9/24/2020
55736,<=5,9/24/2020
55738,<=5,9/24/2020
55741,15,9/24/2020
55742,<=5,9/24/2020
55744,125,9/24/2020
55745,0,9/24/2020
55746,79,9/24/2020
55747,0,9/24/2020
55748,8,9/24/2020
55749,<=5,9/24/2020
55750,<=5,9/24/2020
55751,0,9/24/2020
55752,<=5,9/24/2020
55753,<=5,9/24/2020
55756,<=5,9/24/2020
55757,6,9/24/2020
55758,0,9/24/2020
55760,8,9/24/2020
55763,<=5,9/24/2020
55764,<=5,9/24/2020
55765,26,9/24/2020
55766,<=5,9/24/2020
55767,57,9/24/2020
55768,11,9/24/2020
55769,21,9/24/2020
55771,16,9/24/2020
55772,<=5,9/24/2020
55775,8,9/24/2020
55777,0,9/24/2020
55779,31,9/24/2020
55780,<=5,9/24/2020
55781,9,9/24/2020
55782,<=5,9/24/2020
55783,20,9/24/2020
55784,0,9/24/2020
55785,<=5,9/24/2020
55786,9,9/24/2020
55787,0,9/24/2020
55790,16,9/24/2020
55792,46,9/24/2020
55793,<=5,9/24/2020
55795,86,9/24/2020
55797,8,9/24/2020
55798,<=5,9/24/2020
55802,24,9/24/2020
55803,159,9/24/2020
55804,95,9/24/2020
55805,144,9/24/2020
55806,64,9/24/2020
55807,62,9/24/2020
55808,53,9/24/2020
55810,68,9/24/2020
55811,262,9/24/2020
55812,128,9/24/2020
55814,0,9/24/2020
55815,0,9/24/2020
55816,<=5,9/24/2020
55901,946,9/24/2020
55902,221,9/24/2020
55903,13,9/24/2020
55904,667,9/24/2020
55905,<=5,9/24/2020
55906,224,9/24/2020
55909,16,9/24/2020
55910,<=5,9/24/2020
55912,1192,9/24/2020
55917,21,9/24/2020
55918,<=5,9/24/2020
55919,23,9/24/2020
55920,96,9/24/2020
55921,14,9/24/2020
55922,0,9/24/2020
55923,19,9/24/2020
55924,17,9/24/2020
55925,13,9/24/2020
55926,8,9/24/2020
55927,49,9/24/2020
55929,17,9/24/2020
55931,<=5,9/24/2020
55932,15,9/24/2020
55933,<=5,9/24/2020
55934,25,9/24/2020
55935,<=5,9/24/2020
55936,21,9/24/2020
55939,10,9/24/2020
55940,22,9/24/2020
55941,<=5,9/24/2020
55942,0,9/24/2020
55943,12,9/24/2020
55944,88,9/24/2020
55945,19,9/24/2020
55946,31,9/24/2020
55947,71,9/24/2020
55949,<=5,9/24/2020
55950,<=5,9/24/2020
55951,9,9/24/2020
55952,26,9/24/2020
55953,20,9/24/2020
55954,<=5,9/24/2020
55955,37,9/24/2020
55956,16,9/24/2020
55957,<=5,9/24/2020
55959,15,9/24/2020
55960,41,9/24/2020
55961,<=5,9/24/2020
55962,<=5,9/24/2020
55963,42,9/24/2020
55964,68,9/24/2020
55965,13,9/24/2020
55967,16,9/24/2020
55968,<=5,9/24/2020
55969,<=5,9/24/2020
55970,10,9/24/2020
55971,27,9/24/2020
55972,44,9/24/2020
55973,<=5,9/24/2020
55974,<=5,9/24/2020
55975,37,9/24/2020
55976,84,9/24/2020
55977,<=5,9/24/2020
55979,6,9/24/2020
55981,19,9/24/2020
55982,6,9/24/2020
55983,10,9/24/2020
55985,11,9/24/2020
55987,708,9/24/2020
55988,0,9/24/2020
55990,<=5,9/24/2020
55991,8,9/24/2020
55992,41,9/24/2020
56001,1392,9/24/2020
56002,<=5,9/24/2020
56003,317,9/24/2020
56006,<=5,9/24/2020
56007,435,9/24/2020
56009,16,9/24/2020
56010,<=5,9/24/2020
56011,89,9/24/2020
56013,56,9/24/2020
56014,<=5,9/24/2020
56016,21,9/24/2020
56017,24,9/24/2020
56019,<=5,9/24/2020
56020,0,9/24/2020
56021,14,9/24/2020
56022,<=5,9/24/2020
56023,<=5,9/24/2020
56024,36,9/24/2020
56025,6,9/24/2020
56026,20,9/24/2020
56027,12,9/24/2020
56028,11,9/24/2020
56029,7,9/24/2020
56030,0,9/24/2020
56031,245,9/24/2020
56032,8,9/24/2020
56033,<=5,9/24/2020
56034,7,9/24/2020
56035,8,9/24/2020
56036,18,9/24/2020
56037,17,9/24/2020
56039,<=5,9/24/2020
56041,9,9/24/2020
56042,<=5,9/24/2020
56043,6,9/24/2020
56044,26,9/24/2020
56045,6,9/24/2020
56046,<=5,9/24/2020
56047,0,9/24/2020
56048,62,9/24/2020
56050,26,9/24/2020
56051,6,9/24/2020
56052,7,9/24/2020
56054,<=5,9/24/2020
56055,80,9/24/2020
56056,<=5,9/24/2020
56057,116,9/24/2020
56058,65,9/24/2020
56060,6,9/24/2020
56062,206,9/24/2020
56063,43,9/24/2020
56065,15,9/24/2020
56068,11,9/24/2020
56069,100,9/24/2020
56071,226,9/24/2020
56072,23,9/24/2020
56073,116,9/24/2020
56074,23,9/24/2020
56075,<=5,9/24/2020
56078,7,9/24/2020
56080,19,9/24/2020
56081,252,9/24/2020
56082,165,9/24/2020
56083,9,9/24/2020
56084,0,9/24/2020
56085,38,9/24/2020
56087,32,9/24/2020
56088,46,9/24/2020
56089,<=5,9/24/2020
56090,9,9/24/2020
56091,0,9/24/2020
56093,532,9/24/2020
56096,37,9/24/2020
56097,23,9/24/2020
56098,16,9/24/2020
56101,133,9/24/2020
56110,50,9/24/2020
56111,6,9/24/2020
56113,<=5,9/24/2020
56114,<=5,9/24/2020
56115,8,9/24/2020
56116,8,9/24/2020
56117,11,9/24/2020
56118,<=5,9/24/2020
56119,36,9/24/2020
56120,44,9/24/2020
56121,11,9/24/2020
56122,37,9/24/2020
56123,<=5,9/24/2020
56125,0,9/24/2020
56127,7,9/24/2020
56128,53,9/24/2020
56129,30,9/24/2020
56131,55,9/24/2020
56132,<=5,9/24/2020
56134,8,9/24/2020
56136,11,9/24/2020
56137,19,9/24/2020
56138,<=5,9/24/2020
56139,11,9/24/2020
56140,0,9/24/2020
56141,7,9/24/2020
56142,22,9/24/2020
56143,56,9/24/2020
56144,22,9/24/2020
56145,7,9/24/2020
56146,0,9/24/2020
56147,6,9/24/2020
56149,20,9/24/2020
56150,44,9/24/2020
56151,13,9/24/2020
56152,9,9/24/2020
56153,<=5,9/24/2020
56155,23,9/24/2020
56156,111,9/24/2020
56157,12,9/24/2020
56158,13,9/24/2020
56159,61,9/24/2020
56160,<=5,9/24/2020
56161,11,9/24/2020
56162,<=5,9/24/2020
56164,136,9/24/2020
56165,20,9/24/2020
56166,<=5,9/24/2020
56167,12,9/24/2020
56168,33,9/24/2020
56169,10,9/24/2020
56170,<=5,9/24/2020
56171,19,9/24/2020
56172,44,9/24/2020
56173,<=5,9/24/2020
56174,<=5,9/24/2020
56175,34,9/24/2020
56176,29,9/24/2020
56177,0,9/24/2020
56178,44,9/24/2020
56180,<=5,9/24/2020
56181,7,9/24/2020
56183,12,9/24/2020
56185,23,9/24/2020
56186,<=5,9/24/2020
56187,1700,9/24/2020
56201,772,9/24/2020
56207,<=5,9/24/2020
56208,16,9/24/2020
56209,26,9/24/2020
56210,0,9/24/2020
56211,8,9/24/2020
56212,0,9/24/2020
56214,<=5,9/24/2020
56215,77,9/24/2020
56216,7,9/24/2020
56218,<=5,9/24/2020
56219,7,9/24/2020
56220,75,9/24/2020
56221,7,9/24/2020
56222,22,9/24/2020
56223,28,9/24/2020
56224,0,9/24/2020
56225,18,9/24/2020
56226,0,9/24/2020
56227,0,9/24/2020
56228,6,9/24/2020
56229,36,9/24/2020
56230,7,9/24/2020
56231,<=5,9/24/2020
56232,36,9/24/2020
56235,<=5,9/24/2020
56236,<=5,9/24/2020
56237,<=5,9/24/2020
56239,23,9/24/2020
56240,14,9/24/2020
56241,42,9/24/2020
56243,17,9/24/2020
56244,27,9/24/2020
56245,6,9/24/2020
56248,21,9/24/2020
56249,<=5,9/24/2020
56251,20,9/24/2020
56252,19,9/24/2020
56253,11,9/24/2020
56255,<=5,9/24/2020
56256,8,9/24/2020
56257,<=5,9/24/2020
56258,451,9/24/2020
56260,<=5,9/24/2020
56262,23,9/24/2020
56263,<=5,9/24/2020
56264,81,9/24/2020
56265,153,9/24/2020
56266,10,9/24/2020
56267,62,9/24/2020
56270,9,9/24/2020
56271,13,9/24/2020
56273,35,9/24/2020
56274,7,9/24/2020
56276,0,9/24/2020
56277,37,9/24/2020
56278,36,9/24/2020
56279,24,9/24/2020
56280,10,9/24/2020
56281,15,9/24/2020
56282,20,9/24/2020
56283,87,9/24/2020
56284,24,9/24/2020
56285,12,9/24/2020
56287,<=5,9/24/2020
56288,27,9/24/2020
56289,7,9/24/2020
56291,15,9/24/2020
56292,<=5,9/24/2020
56293,15,9/24/2020
56294,0,9/24/2020
56295,<=5,9/24/2020
56296,17,9/24/2020
56297,12,9/24/2020
56301,1174,9/24/2020
56302,15,9/24/2020
56303,643,9/24/2020
56304,553,9/24/2020
56307,82,9/24/2020
56308,205,9/24/2020
56309,9,9/24/2020
56310,50,9/24/2020
56311,<=5,9/24/2020
56312,21,9/24/2020
56313,0,9/24/2020
56314,<=5,9/24/2020
56315,18,9/24/2020
56316,22,9/24/2020
56317,0,9/24/2020
56318,9,9/24/2020
56319,7,9/24/2020
56320,190,9/24/2020
56321,20,9/24/2020
56323,<=5,9/24/2020
56324,<=5,9/24/2020
56325,<=5,9/24/2020
56326,13,9/24/2020
56327,<=5,9/24/2020
56328,<=5,9/24/2020
56329,90,9/24/2020
56330,<=5,9/24/2020
56331,27,9/24/2020
