ZIPCODE,CASES,DATE
56165,15,8/20/2020
56510,15,8/20/2020
56544,15,8/20/2020
56670,15,8/20/2020
55012,16,8/20/2020
55054,16,8/20/2020
55733,16,8/20/2020
55769,16,8/20/2020
55934,16,8/20/2020
55953,16,8/20/2020
55971,16,8/20/2020
56155,16,8/20/2020
56241,16,8/20/2020
56284,16,8/20/2020
56360,16,8/20/2020
56364,16,8/20/2020
56440,16,8/20/2020
56470,16,8/20/2020
55043,17,8/20/2020
55354,17,8/20/2020
55395,17,8/20/2020
55802,17,8/20/2020
55940,17,8/20/2020
55955,17,8/20/2020
56137,17,8/20/2020
56267,17,8/20/2020
56554,17,8/20/2020
56671,17,8/20/2020
55001,18,8/20/2020
55049,18,8/20/2020
55319,18,8/20/2020
56150,18,8/20/2020
56168,18,8/20/2020
56288,18,8/20/2020
56514,18,8/20/2020
56569,18,8/20/2020
56223,19,8/20/2020
56248,19,8/20/2020
56277,19,8/20/2020
56373,19,8/20/2020
56431,19,8/20/2020
56484,19,8/20/2020
56557,19,8/20/2020
56573,19,8/20/2020
55341,20,8/20/2020
56088,20,8/20/2020
56336,20,8/20/2020
55020,21,8/20/2020
56087,21,8/20/2020
56262,21,8/20/2020
56472,21,8/20/2020
55041,22,8/20/2020
55063,22,8/20/2020
56024,22,8/20/2020
56175,22,8/20/2020
56273,22,8/20/2020
56633,22,8/20/2020
55046,23,8/20/2020
56050,23,8/20/2020
56465,23,8/20/2020
55709,24,8/20/2020
55992,24,8/20/2020
56264,24,8/20/2020
56750,24,8/20/2020
55079,25,8/20/2020
55390,25,8/20/2020
55765,25,8/20/2020
56085,25,8/20/2020
56751,25,8/20/2020
55349,26,8/20/2020
55375,26,8/20/2020
55946,26,8/20/2020
56128,26,8/20/2020
56129,26,8/20/2020
55746,27,8/20/2020
56119,27,8/20/2020
56425,27,8/20/2020
55013,28,8/20/2020
55359,28,8/20/2020
56063,28,8/20/2020
56096,28,8/20/2020
56310,28,8/20/2020
56367,28,8/20/2020
55307,29,8/20/2020
55045,30,8/20/2020
55357,30,8/20/2020
55358,30,8/20/2020
56468,30,8/20/2020
56353,31,8/20/2020
56362,31,8/20/2020
56549,31,8/20/2020
55963,32,8/20/2020
55975,32,8/20/2020
56172,32,8/20/2020
56520,32,8/20/2020
55927,33,8/20/2020
56143,33,8/20/2020
55373,34,8/20/2020
55947,34,8/20/2020
55960,34,8/20/2020
56215,34,8/20/2020
55812,35,8/20/2020
56122,35,8/20/2020
56334,35,8/20/2020
56345,36,8/20/2020
55320,37,8/20/2020
55810,37,8/20/2020
56055,37,8/20/2020
56120,37,8/20/2020
56178,37,8/20/2020
56368,37,8/20/2020
55334,38,8/20/2020
55360,38,8/20/2020
55356,39,8/20/2020
56058,39,8/20/2020
56369,39,8/20/2020
55302,40,8/20/2020
55051,41,8/20/2020
55092,41,8/20/2020
55388,41,8/20/2020
56716,41,8/20/2020
55340,42,8/20/2020
56131,42,8/20/2020
56438,42,8/20/2020
55355,43,8/20/2020
55806,43,8/20/2020
55807,43,8/20/2020
55808,43,8/20/2020
56110,43,8/20/2020
55384,44,8/20/2020
55964,44,8/20/2020
56307,44,8/20/2020
55308,45,8/20/2020
56069,45,8/20/2020
56013,46,8/20/2020
56329,48,8/20/2020
56048,49,8/20/2020
56159,49,8/20/2020
55055,50,8/20/2020
55363,50,8/20/2020
55008,51,8/20/2020
55767,52,8/20/2020
56011,52,8/20/2020
55070,54,8/20/2020
55804,56,8/20/2020
55120,57,8/20/2020
55920,57,8/20/2020
55976,57,8/20/2020
55327,58,8/20/2020
55056,59,8/20/2020
55720,59,8/20/2020
56073,59,8/20/2020
56529,59,8/20/2020
55328,60,8/20/2020
55944,60,8/20/2020
55009,61,8/20/2020
56156,62,8/20/2020
55066,63,8/20/2020
56537,64,8/20/2020
55744,68,8/20/2020
55011,70,8/20/2020
55371,70,8/20/2020
56378,71,8/20/2020
56649,71,8/20/2020
55315,74,8/20/2020
56057,74,8/20/2020
56701,74,8/20/2020
55040,77,8/20/2020
55795,77,8/20/2020
55114,80,8/20/2020
55803,82,8/20/2020
55386,83,8/20/2020
55415,84,8/20/2020
55439,84,8/20/2020
55071,85,8/20/2020
55805,85,8/20/2020
56572,87,8/20/2020
56265,88,8/20/2020
56721,88,8/20/2020
55350,92,8/20/2020
55352,92,8/20/2020
55115,93,8/20/2020
55442,94,8/20/2020
56501,96,8/20/2020
55398,97,8/20/2020
55101,99,8/20/2020
55364,99,8/20/2020
55042,100,8/20/2020
55424,111,8/20/2020
56308,111,8/20/2020
56320,114,8/20/2020
55301,116,8/20/2020
55336,118,8/20/2020
56164,118,8/20/2020
56374,120,8/20/2020
56101,124,8/20/2020
55811,128,8/20/2020
56082,130,8/20/2020
56093,134,8/20/2020
55410,135,8/20/2020
55401,136,8/20/2020
56401,140,8/20/2020
55121,141,8/20/2020
55309,145,8/20/2020
55362,147,8/20/2020
56379,147,8/20/2020
55902,150,8/20/2020
55387,151,8/20/2020
55374,152,8/20/2020
55038,154,8/20/2020
56031,156,8/20/2020
55346,159,8/20/2020
55438,159,8/20/2020
56062,160,8/20/2020
55105,161,8/20/2020
55025,163,8/20/2020
55057,165,8/20/2020
55127,173,8/20/2020
55906,175,8/20/2020
56352,176,8/20/2020
55345,177,8/20/2020
55376,177,8/20/2020
56071,182,8/20/2020
55391,187,8/20/2020
55313,188,8/20/2020
55435,189,8/20/2020
55077,192,8/20/2020
56081,192,8/20/2020
55436,193,8/20/2020
55447,194,8/20/2020
56377,196,8/20/2020
55317,198,8/20/2020
55347,200,8/20/2020
55409,210,8/20/2020
55108,212,8/20/2020
55441,220,8/20/2020
55431,221,8/20/2020
55126,222,8/20/2020
55446,227,8/20/2020
55987,228,8/20/2020
56601,229,8/20/2020
55024,230,8/20/2020
55344,230,8/20/2020
55014,231,8/20/2020
55123,232,8/20/2020
55417,232,8/20/2020
55403,235,8/20/2020
55033,238,8/20/2020
55331,240,8/20/2020
55305,242,8/20/2020
55413,243,8/20/2020
55425,244,8/20/2020
56003,250,8/20/2020
55437,254,8/20/2020
55445,256,8/20/2020
55082,259,8/20/2020
55076,263,8/20/2020
55102,268,8/20/2020
55330,279,8/20/2020
55419,286,8/20/2020
55068,288,8/20/2020
55306,291,8/20/2020
55129,294,8/20/2020
55103,303,8/20/2020
55316,304,8/20/2020
55405,315,8/20/2020
55116,318,8/20/2020
55107,320,8/20/2020
56347,320,8/20/2020
55075,321,8/20/2020
56007,322,8/20/2020
55060,327,8/20/2020
55311,328,8/20/2020
55110,342,8/20/2020
55318,345,8/20/2020
55372,347,8/20/2020
56258,348,8/20/2020
55449,350,8/20/2020
55454,356,8/20/2020
55304,361,8/20/2020
55427,364,8/20/2020
55434,368,8/20/2020
55448,372,8/20/2020
55444,376,8/20/2020
55128,378,8/20/2020
55122,379,8/20/2020
55378,388,8/20/2020
55016,392,8/20/2020
56387,398,8/20/2020
55426,406,8/20/2020
55414,415,8/20/2020
55412,426,8/20/2020
55422,449,8/20/2020
55416,458,8/20/2020
55369,470,8/20/2020
55433,470,8/20/2020
55125,472,8/20/2020
55343,478,8/20/2020
55406,479,8/20/2020
55420,479,8/20/2020
55418,480,8/20/2020
56304,495,8/20/2020
55130,512,8/20/2020
55118,515,8/20/2020
55044,532,8/20/2020
55904,548,8/20/2020
55303,550,8/20/2020
56303,550,8/20/2020
55109,572,8/20/2020
55113,585,8/20/2020
55432,613,8/20/2020
56201,631,8/20/2020
55124,632,8/20/2020
56560,668,8/20/2020
55104,682,8/20/2020
55112,686,8/20/2020
55430,705,8/20/2020
55119,715,8/20/2020
55379,721,8/20/2020
55337,748,8/20/2020
55421,759,8/20/2020
55423,768,8/20/2020
55429,780,8/20/2020
55901,805,8/20/2020
56001,863,8/20/2020
55411,866,8/20/2020
55408,872,8/20/2020
55117,876,8/20/2020
55021,884,8/20/2020
55443,890,8/20/2020
56301,1019,8/20/2020
55428,1041,8/20/2020
55912,1061,8/20/2020
55404,1092,8/20/2020
55407,1207,8/20/2020
55106,1251,8/20/2020
56187,1621,8/20/2020
54001,0,8/27/2020
54002,0,8/27/2020
54003,0,8/27/2020
54004,0,8/27/2020
54005,0,8/27/2020
54006,0,8/27/2020
54007,0,8/27/2020
54009,0,8/27/2020
54010,0,8/27/2020
54011,0,8/27/2020
54013,0,8/27/2020
54014,0,8/27/2020
54015,<=5,8/27/2020
54016,0,8/27/2020
54017,<=5,8/27/2020
54020,0,8/27/2020
54021,0,8/27/2020
54022,0,8/27/2020
54023,0,8/27/2020
54024,0,8/27/2020
54025,0,8/27/2020
54026,0,8/27/2020
54027,0,8/27/2020
54028,0,8/27/2020
54082,0,8/27/2020
54701,0,8/27/2020
54703,<=5,8/27/2020
54720,0,8/27/2020
54721,0,8/27/2020
54722,0,8/27/2020
54723,0,8/27/2020
54724,0,8/27/2020
54725,0,8/27/2020
54726,0,8/27/2020
54727,0,8/27/2020
54728,0,8/27/2020
54729,0,8/27/2020
54730,0,8/27/2020
54731,0,8/27/2020
54732,0,8/27/2020
54733,0,8/27/2020
54734,0,8/27/2020
54736,0,8/27/2020
54737,0,8/27/2020
54738,0,8/27/2020
54739,0,8/27/2020
54740,0,8/27/2020
54741,0,8/27/2020
54742,0,8/27/2020
54745,0,8/27/2020
54746,0,8/27/2020
54747,0,8/27/2020
54748,0,8/27/2020
54749,0,8/27/2020
54750,0,8/27/2020
54751,0,8/27/2020
54754,0,8/27/2020
54755,0,8/27/2020
54756,0,8/27/2020
54757,0,8/27/2020
54758,0,8/27/2020
54759,0,8/27/2020
54760,0,8/27/2020
54761,0,8/27/2020
54762,0,8/27/2020
54763,0,8/27/2020
54765,0,8/27/2020
54766,0,8/27/2020
54767,0,8/27/2020
54768,0,8/27/2020
54769,0,8/27/2020
54770,0,8/27/2020
54771,0,8/27/2020
54772,0,8/27/2020
54773,0,8/27/2020
54801,0,8/27/2020
54805,0,8/27/2020
54806,0,8/27/2020
54810,0,8/27/2020
54812,0,8/27/2020
54813,0,8/27/2020
54814,0,8/27/2020
54817,0,8/27/2020
54819,0,8/27/2020
54820,0,8/27/2020
54821,0,8/27/2020
54822,0,8/27/2020
54824,0,8/27/2020
54826,0,8/27/2020
54827,0,8/27/2020
54828,0,8/27/2020
54829,0,8/27/2020
54830,0,8/27/2020
54832,0,8/27/2020
54835,0,8/27/2020
54836,0,8/27/2020
54837,0,8/27/2020
54838,0,8/27/2020
54839,0,8/27/2020
54840,0,8/27/2020
54841,0,8/27/2020
54842,0,8/27/2020
54843,0,8/27/2020
54844,0,8/27/2020
54845,0,8/27/2020
54846,0,8/27/2020
54847,0,8/27/2020
54848,0,8/27/2020
54849,0,8/27/2020
54850,0,8/27/2020
54853,0,8/27/2020
54854,0,8/27/2020
54855,0,8/27/2020
54856,0,8/27/2020
54857,0,8/27/2020
54858,0,8/27/2020
54859,0,8/27/2020
54861,0,8/27/2020
54862,0,8/27/2020
54864,0,8/27/2020
54865,0,8/27/2020
54867,0,8/27/2020
54868,0,8/27/2020
54870,0,8/27/2020
54871,0,8/27/2020
54872,0,8/27/2020
54873,0,8/27/2020
54874,0,8/27/2020
54875,0,8/27/2020
54876,0,8/27/2020
54880,0,8/27/2020
54888,0,8/27/2020
54889,0,8/27/2020
54891,0,8/27/2020
54893,0,8/27/2020
54895,0,8/27/2020
54896,0,8/27/2020
55001,21,8/27/2020
55003,21,8/27/2020
55005,22,8/27/2020
55006,10,8/27/2020
55007,6,8/27/2020
55008,60,8/27/2020
55009,62,8/27/2020
55011,72,8/27/2020
55012,16,8/27/2020
55013,36,8/27/2020
55014,255,8/27/2020
55016,420,8/27/2020
55017,<=5,8/27/2020
55018,<=5,8/27/2020
55019,6,8/27/2020
55020,23,8/27/2020
55021,914,8/27/2020
55024,286,8/27/2020
55025,187,8/27/2020
55026,0,8/27/2020
55027,12,8/27/2020
55029,0,8/27/2020
55030,<=5,8/27/2020
55031,8,8/27/2020
55032,11,8/27/2020
55033,270,8/27/2020
55036,<=5,8/27/2020
55037,7,8/27/2020
55038,183,8/27/2020
55040,79,8/27/2020
55041,23,8/27/2020
55042,122,8/27/2020
55043,18,8/27/2020
55044,604,8/27/2020
55045,32,8/27/2020
55046,27,8/27/2020
55047,16,8/27/2020
55049,18,8/27/2020
55051,55,8/27/2020
55052,14,8/27/2020
55053,<=5,8/27/2020
55054,17,8/27/2020
55055,58,8/27/2020
55056,72,8/27/2020
55057,188,8/27/2020
55060,351,8/27/2020
55063,25,8/27/2020
55065,<=5,8/27/2020
55066,71,8/27/2020
55068,334,8/27/2020
55069,13,8/27/2020
55070,63,8/27/2020
55071,90,8/27/2020
55072,<=5,8/27/2020
55073,7,8/27/2020
55074,13,8/27/2020
55075,352,8/27/2020
55076,298,8/27/2020
55077,223,8/27/2020
55079,35,8/27/2020
55080,8,8/27/2020
55082,318,8/27/2020
55084,10,8/27/2020
55085,<=5,8/27/2020
55087,<=5,8/27/2020
55088,13,8/27/2020
55089,16,8/27/2020
55090,<=5,8/27/2020
55092,52,8/27/2020
55101,101,8/27/2020
55102,282,8/27/2020
55103,311,8/27/2020
55104,738,8/27/2020
55105,179,8/27/2020
55106,1306,8/27/2020
55107,338,8/27/2020
55108,217,8/27/2020
55109,620,8/27/2020
55110,382,8/27/2020
55111,<=5,8/27/2020
55112,743,8/27/2020
55113,630,8/27/2020
55114,89,8/27/2020
55115,112,8/27/2020
55116,340,8/27/2020
55117,926,8/27/2020
55118,543,8/27/2020
55119,775,8/27/2020
55120,59,8/27/2020
55121,154,8/27/2020
55122,413,8/27/2020
55123,253,8/27/2020
55124,707,8/27/2020
55125,521,8/27/2020
55126,234,8/27/2020
55127,187,8/27/2020
55128,412,8/27/2020
55129,351,8/27/2020
55130,535,8/27/2020
55150,<=5,8/27/2020
55155,<=5,8/27/2020
55301,134,8/27/2020
55302,41,8/27/2020
55303,589,8/27/2020
55304,387,8/27/2020
55305,258,8/27/2020
55306,308,8/27/2020
55307,33,8/27/2020
55308,50,8/27/2020
55309,151,8/27/2020
55310,10,8/27/2020
55311,348,8/27/2020
55312,7,8/27/2020
55313,210,8/27/2020
55314,7,8/27/2020
55315,81,8/27/2020
55316,322,8/27/2020
55317,219,8/27/2020
55318,374,8/27/2020
55319,20,8/27/2020
55320,38,8/27/2020
55321,10,8/27/2020
55322,20,8/27/2020
55324,6,8/27/2020
55325,19,8/27/2020
55327,62,8/27/2020
55328,63,8/27/2020
55329,15,8/27/2020
55330,323,8/27/2020
55331,249,8/27/2020
55332,<=5,8/27/2020
55333,6,8/27/2020
55334,51,8/27/2020
55335,6,8/27/2020
55336,161,8/27/2020
55337,786,8/27/2020
55338,9,8/27/2020
55339,<=5,8/27/2020
55340,46,8/27/2020
55341,23,8/27/2020
55342,13,8/27/2020
55343,502,8/27/2020
55344,245,8/27/2020
55345,188,8/27/2020
55346,166,8/27/2020
55347,212,8/27/2020
55349,27,8/27/2020
55350,111,8/27/2020
55352,95,8/27/2020
55353,13,8/27/2020
55354,19,8/27/2020
55355,44,8/27/2020
55356,44,8/27/2020
55357,31,8/27/2020
55358,30,8/27/2020
55359,30,8/27/2020
55360,38,8/27/2020
55362,167,8/27/2020
55363,53,8/27/2020
55364,110,8/27/2020
55366,0,8/27/2020
55367,8,8/27/2020
55368,17,8/27/2020
55369,509,8/27/2020
55370,<=5,8/27/2020
55371,84,8/27/2020
55372,373,8/27/2020
55373,39,8/27/2020
55374,162,8/27/2020
55375,27,8/27/2020
55376,207,8/27/2020
55378,415,8/27/2020
55379,789,8/27/2020
55381,7,8/27/2020
55382,17,8/27/2020
55384,45,8/27/2020
55385,6,8/27/2020
55386,89,8/27/2020
55387,162,8/27/2020
55388,44,8/27/2020
55389,10,8/27/2020
55390,25,8/27/2020
55391,196,8/27/2020
55395,17,8/27/2020
55396,13,8/27/2020
55397,13,8/27/2020
55398,105,8/27/2020
55401,144,8/27/2020
55402,15,8/27/2020
55403,248,8/27/2020
55404,1133,8/27/2020
55405,330,8/27/2020
55406,521,8/27/2020
55407,1255,8/27/2020
55408,926,8/27/2020
55409,234,8/27/2020
55410,149,8/27/2020
55411,919,8/27/2020
55412,451,8/27/2020
55413,257,8/27/2020
55414,443,8/27/2020
55415,93,8/27/2020
55416,481,8/27/2020
55417,253,8/27/2020
55418,514,8/27/2020
55419,310,8/27/2020
55420,506,8/27/2020
55421,800,8/27/2020
55422,475,8/27/2020
55423,818,8/27/2020
55424,135,8/27/2020
55425,262,8/27/2020
55426,421,8/27/2020
55427,383,8/27/2020
55428,1079,8/27/2020
55429,806,8/27/2020
55430,743,8/27/2020
55431,257,8/27/2020
55432,656,8/27/2020
55433,506,8/27/2020
55434,397,8/27/2020
55435,212,8/27/2020
55436,211,8/27/2020
55437,263,8/27/2020
55438,167,8/27/2020
55439,89,8/27/2020
55441,237,8/27/2020
55442,106,8/27/2020
55443,934,8/27/2020
55444,396,8/27/2020
55445,263,8/27/2020
55446,241,8/27/2020
55447,204,8/27/2020
55448,391,8/27/2020
55449,384,8/27/2020
55450,<=5,8/27/2020
55454,378,8/27/2020
55455,6,8/27/2020
55601,0,8/27/2020
55602,0,8/27/2020
55603,<=5,8/27/2020
55604,<=5,8/27/2020
55605,<=5,8/27/2020
55606,0,8/27/2020
55607,<=5,8/27/2020
55609,<=5,8/27/2020
55612,<=5,8/27/2020
55613,0,8/27/2020
55614,11,8/27/2020
55615,<=5,8/27/2020
55616,14,8/27/2020
55702,<=5,8/27/2020
55703,0,8/27/2020
55704,<=5,8/27/2020
55705,<=5,8/27/2020
55706,<=5,8/27/2020
55707,15,8/27/2020
55708,0,8/27/2020
55709,24,8/27/2020
55710,<=5,8/27/2020
55711,<=5,8/27/2020
55712,<=5,8/27/2020
55713,<=5,8/27/2020
55716,<=5,8/27/2020
55717,<=5,8/27/2020
55718,8,8/27/2020
55719,9,8/27/2020
55720,68,8/27/2020
55721,10,8/27/2020
55722,<=5,8/27/2020
55723,<=5,8/27/2020
55724,<=5,8/27/2020
55725,0,8/27/2020
55726,<=5,8/27/2020
55731,9,8/27/2020
55732,<=5,8/27/2020
55733,18,8/27/2020
55734,9,8/27/2020
55735,<=5,8/27/2020
55736,<=5,8/27/2020
55738,0,8/27/2020
55741,7,8/27/2020
55742,<=5,8/27/2020
55744,81,8/27/2020
55746,32,8/27/2020
55748,<=5,8/27/2020
55749,<=5,8/27/2020
55750,<=5,8/27/2020
55751,0,8/27/2020
55752,<=5,8/27/2020
55753,<=5,8/27/2020
55756,<=5,8/27/2020
55757,6,8/27/2020
55758,0,8/27/2020
55760,<=5,8/27/2020
55763,0,8/27/2020
55764,<=5,8/27/2020
55765,25,8/27/2020
55766,0,8/27/2020
55767,53,8/27/2020
55768,<=5,8/27/2020
55769,17,8/27/2020
55771,7,8/27/2020
55772,<=5,8/27/2020
55775,7,8/27/2020
55779,22,8/27/2020
55780,<=5,8/27/2020
55781,6,8/27/2020
55782,<=5,8/27/2020
55783,15,8/27/2020
55784,0,8/27/2020
55785,<=5,8/27/2020
55786,9,8/27/2020
55787,0,8/27/2020
55790,11,8/27/2020
55792,14,8/27/2020
55793,<=5,8/27/2020
55795,79,8/27/2020
55797,6,8/27/2020
55798,<=5,8/27/2020
55802,18,8/27/2020
55803,90,8/27/2020
55804,68,8/27/2020
55805,87,8/27/2020
55806,47,8/27/2020
55807,47,8/27/2020
55808,45,8/27/2020
55810,48,8/27/2020
55811,143,8/27/2020
55812,35,8/27/2020
55814,0,8/27/2020
55901,832,8/27/2020
55902,163,8/27/2020
55904,557,8/27/2020
55905,<=5,8/27/2020
55906,182,8/27/2020
55909,11,8/27/2020
55910,<=5,8/27/2020
55912,1083,8/27/2020
55917,16,8/27/2020
55918,<=5,8/27/2020
55919,14,8/27/2020
55920,64,8/27/2020
55921,8,8/27/2020
55922,0,8/27/2020
55923,13,8/27/2020
55924,13,8/27/2020
55925,8,8/27/2020
55926,6,8/27/2020
55927,35,8/27/2020
55929,8,8/27/2020
55931,<=5,8/27/2020
55932,10,8/27/2020
55933,<=5,8/27/2020
55934,17,8/27/2020
55935,<=5,8/27/2020
55936,13,8/27/2020
55939,9,8/27/2020
55940,17,8/27/2020
55941,<=5,8/27/2020
55943,9,8/27/2020
55944,62,8/27/2020
55945,15,8/27/2020
55946,27,8/27/2020
55947,36,8/27/2020
55949,<=5,8/27/2020
55950,<=5,8/27/2020
55951,<=5,8/27/2020
55952,16,8/27/2020
55953,17,8/27/2020
55954,<=5,8/27/2020
55955,18,8/27/2020
55956,<=5,8/27/2020
55957,<=5,8/27/2020
55959,9,8/27/2020
55960,34,8/27/2020
55961,<=5,8/27/2020
55962,<=5,8/27/2020
55963,34,8/27/2020
55964,48,8/27/2020
55965,10,8/27/2020
55967,10,8/27/2020
55968,0,8/27/2020
55969,<=5,8/27/2020
55970,<=5,8/27/2020
55971,16,8/27/2020
55972,20,8/27/2020
55973,<=5,8/27/2020
55974,<=5,8/27/2020
55975,33,8/27/2020
55976,67,8/27/2020
55977,0,8/27/2020
55979,<=5,8/27/2020
55981,15,8/27/2020
55982,<=5,8/27/2020
55983,9,8/27/2020
55985,9,8/27/2020
55987,284,8/27/2020
55990,<=5,8/27/2020
55991,<=5,8/27/2020
55992,27,8/27/2020
56001,954,8/27/2020
56003,266,8/27/2020
56007,332,8/27/2020
56009,12,8/27/2020
56010,<=5,8/27/2020
56011,57,8/27/2020
56013,49,8/27/2020
56014,<=5,8/27/2020
56016,16,8/27/2020
56017,15,8/27/2020
56019,<=5,8/27/2020
56020,0,8/27/2020
56021,7,8/27/2020
56022,<=5,8/27/2020
56023,<=5,8/27/2020
56024,25,8/27/2020
56025,<=5,8/27/2020
56026,16,8/27/2020
56027,11,8/27/2020
56028,10,8/27/2020
56029,<=5,8/27/2020
56031,162,8/27/2020
56032,0,8/27/2020
56033,<=5,8/27/2020
56034,<=5,8/27/2020
56035,7,8/27/2020
56036,10,8/27/2020
56037,14,8/27/2020
56039,0,8/27/2020
56041,7,8/27/2020
56042,<=5,8/27/2020
56043,<=5,8/27/2020
56044,13,8/27/2020
56045,<=5,8/27/2020
56046,<=5,8/27/2020
56047,0,8/27/2020
56048,50,8/27/2020
56050,23,8/27/2020
56051,<=5,8/27/2020
56052,6,8/27/2020
56054,0,8/27/2020
56055,38,8/27/2020
56056,<=5,8/27/2020
56057,105,8/27/2020
56058,52,8/27/2020
56060,<=5,8/27/2020
56062,174,8/27/2020
56063,30,8/27/2020
56065,13,8/27/2020
56068,10,8/27/2020
56069,57,8/27/2020
56071,185,8/27/2020
56072,17,8/27/2020
56073,68,8/27/2020
56074,13,8/27/2020
56075,<=5,8/27/2020
56078,<=5,8/27/2020
56080,16,8/27/2020
56081,193,8/27/2020
56082,137,8/27/2020
56083,8,8/27/2020
56085,26,8/27/2020
56087,25,8/27/2020
56088,20,8/27/2020
56089,0,8/27/2020
56090,7,8/27/2020
56091,0,8/27/2020
56093,180,8/27/2020
56096,30,8/27/2020
56097,15,8/27/2020
56098,14,8/27/2020
56101,124,8/27/2020
56110,44,8/27/2020
56111,<=5,8/27/2020
56113,<=5,8/27/2020
56114,<=5,8/27/2020
56115,<=5,8/27/2020
56116,<=5,8/27/2020
56117,11,8/27/2020
56118,<=5,8/27/2020
56119,28,8/27/2020
56120,39,8/27/2020
56121,10,8/27/2020
56122,35,8/27/2020
56123,<=5,8/27/2020
56125,0,8/27/2020
56127,<=5,8/27/2020
56128,29,8/27/2020
56129,27,8/27/2020
56131,45,8/27/2020
56132,0,8/27/2020
56134,<=5,8/27/2020
56136,<=5,8/27/2020
56137,18,8/27/2020
56138,6,8/27/2020
56139,9,8/27/2020
56140,0,8/27/2020
56141,7,8/27/2020
56142,<=5,8/27/2020
56143,36,8/27/2020
56144,14,8/27/2020
56145,7,8/27/2020
56146,0,8/27/2020
56147,<=5,8/27/2020
56149,14,8/27/2020
56150,20,8/27/2020
56151,13,8/27/2020
56152,7,8/27/2020
56153,<=5,8/27/2020
56155,18,8/27/2020
56156,68,8/27/2020
56157,8,8/27/2020
56158,11,8/27/2020
56159,50,8/27/2020
56160,<=5,8/27/2020
56161,11,8/27/2020
56162,<=5,8/27/2020
56164,124,8/27/2020
56165,15,8/27/2020
56166,<=5,8/27/2020
56167,11,8/27/2020
56168,23,8/27/2020
56169,7,8/27/2020
56170,<=5,8/27/2020
56171,14,8/27/2020
56172,38,8/27/2020
56173,0,8/27/2020
56174,<=5,8/27/2020
56175,24,8/27/2020
56176,7,8/27/2020
56177,0,8/27/2020
56178,38,8/27/2020
56180,<=5,8/27/2020
56181,<=5,8/27/2020
56183,8,8/27/2020
56185,12,8/27/2020
56186,<=5,8/27/2020
56187,1645,8/27/2020
56201,665,8/27/2020
56207,<=5,8/27/2020
56208,11,8/27/2020
56209,14,8/27/2020
56210,0,8/27/2020
56211,<=5,8/27/2020
56212,0,8/27/2020
56214,0,8/27/2020
56215,35,8/27/2020
56216,6,8/27/2020
56218,<=5,8/27/2020
56219,<=5,8/27/2020
56220,15,8/27/2020
56221,0,8/27/2020
56222,14,8/27/2020
56223,20,8/27/2020
56224,0,8/27/2020
56225,11,8/27/2020
56226,0,8/27/2020
56227,0,8/27/2020
56228,<=5,8/27/2020
56229,15,8/27/2020
56230,<=5,8/27/2020
56231,0,8/27/2020
56232,7,8/27/2020
56235,<=5,8/27/2020
56236,<=5,8/27/2020
56237,0,8/27/2020
56239,9,8/27/2020
56240,9,8/27/2020
56241,18,8/27/2020
56243,8,8/27/2020
56244,7,8/27/2020
56245,6,8/27/2020
56248,19,8/27/2020
56249,0,8/27/2020
56251,13,8/27/2020
56252,10,8/27/2020
56253,<=5,8/27/2020
56255,<=5,8/27/2020
56256,<=5,8/27/2020
56257,<=5,8/27/2020
56258,355,8/27/2020
56260,<=5,8/27/2020
56262,21,8/27/2020
56263,<=5,8/27/2020
56264,33,8/27/2020
56265,92,8/27/2020
56266,<=5,8/27/2020
56267,23,8/27/2020
56270,<=5,8/27/2020
56271,7,8/27/2020
56273,23,8/27/2020
56274,7,8/27/2020
56276,0,8/27/2020
56277,19,8/27/2020
56278,9,8/27/2020
56279,16,8/27/2020
56280,<=5,8/27/2020
56281,11,8/27/2020
56282,14,8/27/2020
56283,14,8/27/2020
56284,18,8/27/2020
56285,<=5,8/27/2020
56287,<=5,8/27/2020
56288,19,8/27/2020
56289,<=5,8/27/2020
56291,<=5,8/27/2020
56292,0,8/27/2020
56293,9,8/27/2020
56294,0,8/27/2020
56295,0,8/27/2020
56296,14,8/27/2020
56297,9,8/27/2020
56301,1056,8/27/2020
56303,569,8/27/2020
56304,509,8/27/2020
56307,46,8/27/2020
56308,114,8/27/2020
56309,7,8/27/2020
56310,31,8/27/2020
56311,<=5,8/27/2020
56312,7,8/27/2020
56313,0,8/27/2020
56314,<=5,8/27/2020
56315,9,8/27/2020
56316,16,8/27/2020
56318,<=5,8/27/2020
56319,<=5,8/27/2020
56320,133,8/27/2020
56321,<=5,8/27/2020
56323,<=5,8/27/2020
56324,<=5,8/27/2020
56325,0,8/27/2020
56326,6,8/27/2020
56327,<=5,8/27/2020
56328,<=5,8/27/2020
56329,62,8/27/2020
56330,<=5,8/27/2020
56331,19,8/27/2020
56332,7,8/27/2020
56334,36,8/27/2020
56335,0,8/27/2020
56336,20,8/27/2020
56338,<=5,8/27/2020
56339,7,8/27/2020
56340,11,8/27/2020
56342,<=5,8/27/2020
56343,<=5,8/27/2020
56345,38,8/27/2020
56347,325,8/27/2020
56349,0,8/27/2020
56350,0,8/27/2020
56352,185,8/27/2020
56353,32,8/27/2020
56354,<=5,8/27/2020
56355,0,8/27/2020
56356,<=5,8/27/2020
56357,<=5,8/27/2020
56358,<=5,8/27/2020
56359,9,8/27/2020
56360,18,8/27/2020
56361,<=5,8/27/2020
56362,46,8/27/2020
